,time,text,deaths,death_score,injuries,injury_score,city,city_score,country,country_score,earthquake,earthquake_score
32,2022-07-27T09:47:02Z,"Photos: Powerful earthquake strikes PhilippinesA powerful magnitude 7 earthquake has struck the northern Philippine island of Luzon, killing four people, damaging buildings and sending strong tremors through the capital, Manila.
Two people were … [+1062 chars]",4,"{'4': {'4': 0.6842219233512878, 'four': 0.08835893124341965, 'none': 0.05443636327981949, 'yes': 0.0327603779733181, '400': 0.011865022592246532}}",-1,"{'none': {'none': 0.13469241559505463, '4': 0.08764602243900299, '4000': 0.05033088102936745, '2': 0.04012727364897728, '400': 0.034322675317525864}}",Manila,"{'Man': {'Man': 0.5383961796760559, 'Philipp': 0.2175317257642746, 'none': 0.0775633305311203, 'Ph': 0.01757925935089588, 'Fil': 0.011350022628903389}, 'ila': {'ila': 0.9754822850227356, 'illa': 0.02189059369266033, 'il': 0.0007147531723603606, 'ag': 0.00030264552333392203, 'ille': 0.0002394123439444229}}",Philippines,-1,yes,-1
33,2022-07-27T15:08:55Z,"At least 4 dead, dozens injured after 7.0 magnitude earthquake rips through PhilippinesWith the Federal Reserve expected to hike its key interest rate by three-quarters of a percentage point on Wednesday to battle high inflation, focus will shift to how deeply signs of a possible econo… [+563 chars]",4,"{'4': {'4': 0.5128797292709351, 'none': 0.180037721991539, 'four': 0.013667781837284565, '5': 0.011690673418343067, '0': 0.01106850802898407}}",-1,"{'none': {'none': 0.1245233342051506, '50': 0.08693129569292068, '40': 0.07611959427595139, '30': 0.04509936273097992, '20': 0.03918300196528435}}",Philippines,"{'Philipp': {'Philipp': 0.5968270897865295, 'none': 0.14399124681949615, 'Man': 0.03473949804902077, 'Fil': 0.0214023869484663, 'C': 0.013710884377360344}, 'ines': {'ines': 0.9926988482475281, 'ine': 0.006186084356158972, 'i': 0.0003544908540789038, 'in': 0.00012060944573022425, 'ins': 7.372707477770746e-05}}",Philippines,-1,yes,-1
34,2022-07-02T03:23:11Z,"Iran earthquakes: at last five killed and village flattened, state media saysAt least five people were killed by a magnitude-6.1 earthquake in southern Iran early on Saturday, state media reported, with the area also hit by two later strong quakes of up to 6.3 magnitude.
Fiv… [+929 chars]",5,"{'5': {'5': 0.578045129776001, 'none': 0.10044917464256287, 'yes': 0.06796731799840927, 'five': 0.050905171781778336, '4': 0.017730334773659706}}",-1,"{'none': {'none': 0.17038139700889587, '2': 0.09483152627944946, '6': 0.09119859337806702, '6000': 0.05036464333534241, '5': 0.04410075768828392}}",Iran,"{'Iran': {'Iran': 0.5088603496551514, 'Te': 0.10177846997976303, 'none': 0.08570606261491776, 'K': 0.034628380089998245, 'S': 0.01356066856533289}}",Iran,-1,yes,-1
35,2022-07-27T08:51:42Z,"Earthquake hits Philippines: What happened, where, and what nextA strong earthquake has struck the northern Philippines, killing at least four people, toppling buildings and causing panic among residents.
Here is what we know.
What happened?
<ul><li>At 8:43am … [+2835 chars]",4,"{'4': {'4': 0.6680782437324524, 'four': 0.06719039380550385, 'none': 0.046906452625989914, 'yes': 0.046906452625989914, '0': 0.009236428886651993}}",-1,"{'none': {'none': 0.11304841935634613, '4': 0.08942867070436478, '4000': 0.06594056636095047, '5000': 0.05466664955019951, '400': 0.029954852536320686}}",Philippines,"{'Philipp': {'Philipp': 0.5133489370346069, 'none': 0.08512159436941147, 'Man': 0.07280836254358292, 'C': 0.020859943702816963, 'P': 0.01840883679687977}, 'ines': {'ines': 0.9907060265541077, 'ine': 0.00857128668576479, 'i': 0.0001658129767747596, 'p': 8.272717241197824e-05, 'in': 8.208338840631768e-05}}",Philippines,-1,yes,-1
36,2022-07-27T04:22:52Z,"Philippines earthquake: 7.0-magnitude quake strikes northern Philippines, damages buildings - KABC-TVMANILA, Philippines -- A strong earthquake shook the northern Philippines on Wednesday, injuring at least one person, damaging buildings and prompting many people in the capital to run outdoors.
The… [+1659 chars]",1,"{'1': {'1': 0.6018424034118652, 'none': 0.10296309739351273, 'one': 0.06100361794233322, 'yes': 0.035306185483932495, '0': 0.018460266292095184}}",-1,"{'none': {'none': 0.18712344765663147, '1': 0.06466813385486603, 'Philipp': 0.04307826608419418, 'yes': 0.02869631163775921, '100': 0.025723205879330635}}",Manila,"{'Man': {'Man': 0.5212005972862244, 'Philipp': 0.14027924835681915, 'none': 0.0750860720872879, 'Metro': 0.03895413875579834, 'MAN': 0.028499457985162735}, 'ila': {'ila': 0.9785975813865662, 'illa': 0.01999526470899582, 'il': 0.0005672220140695572, 'ille': 0.00017299293540418148, 'ilan': 9.856840188149363e-05}}",Philippines,-1,yes,-1
37,2022-07-27T07:49:45Z,"Strong quake kills 2, injures dozens in northern PhilippinesA strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings and churches and prompt… [+5124 chars]",2,"{'2': {'2': 0.7109487652778625, 'none': 0.07493344694375992, 'two': 0.03948715329170227, '1': 0.01407957635819912, 'yes': 0.012042900547385216}}",40,"{'40': {'40': 0.13219138979911804, 'none': 0.1301419585943222, '50': 0.09671328961849213, '30': 0.05425123870372772, '60': 0.031644467264413834}}",,"{'none': {'none': 0.2770575284957886, 'Man': 0.13715343177318573, 'B': 0.08449777215719223, 'C': 0.039913926273584366, 'L': 0.03691434487700462}}",Philippines,-1,yes,-1
38,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7989924550056458, 'five': 0.03977948799729347, 'none': 0.0391627661883831, 'yes': 0.024127481505274773, '4': 0.009672521613538265}}",-1,"{'none': {'none': 0.20492671430110931, '5': 0.12236732989549637, '5000': 0.08813788741827011, '500': 0.031426530331373215, '3': 0.028614182025194168}}",Philippines,"{'Philipp': {'Philipp': 0.40744510293006897, 'V': 0.23581114411354065, 'none': 0.1079622134566307, 'Lu': 0.019661378115415573, 'Fil': 0.014957587234675884}, 'ines': {'ines': 0.9865080118179321, 'ine': 0.01241830363869667, 'i': 0.000270102551439777, 'in': 0.00012560935283545405, '…': 9.706338460091501e-05}}",Philippines,-1,yes,-1
39,2022-07-27T05:45:57Z,"Philippines struck by powerful 7 magnitude earthquake, killing at least twoA strong earthquake left at least two people dead and injured dozens in the northern Philippines, where the temblor set off small landslides and damaged buildings and churches and prompted terrified … [+2875 chars]",2,"{'2': {'2': 0.6152545809745789, 'two': 0.1372818499803543, 'none': 0.07945264130830765, 'yes': 0.017867324873805046, 'at': 0.014024225063621998}}",-1,"{'none': {'none': 0.1319170892238617, '40': 0.07694656401872635, '50': 0.06581588089466095, '30': 0.03779488056898117, '100': 0.01976151205599308}}",Philippines,"{'Philipp': {'Philipp': 0.6354522705078125, 'none': 0.10054315626621246, 'Man': 0.026228249073028564, 'B': 0.019491178914904594, 'C': 0.015784436836838722}, 'ines': {'ines': 0.9878827333450317, 'ine': 0.011147206649184227, 'i': 0.00015411425556521863, 'in': 9.059910371433944e-05, 'p': 8.850037556840107e-05}}",Philippines,-1,yes,-1
40,2022-07-27T06:49:01Z,"Strong earthquake kills at least 2 and injures dozens in the northern PhilippinesA damaged car is seen along a road after a strong quake hit Bangued, Abra province, in the northern Philippines on Wednesday.
Raphiel Alzate/AP
MANILA, Philippines A strong earthquake left at least… [+2759 chars]",2,"{'2': {'2': 0.6433461308479309, 'none': 0.10502336919307709, 'at': 0.025938943028450012, 'yes': 0.015732763335108757, '1': 0.011331885121762753}}",-1,"{'none': {'none': 0.1523922085762024, '50': 0.11868317425251007, '40': 0.09994125366210938, '30': 0.05391426384449005, '20': 0.03244617208838463}}",Philippines,"{'Philipp': {'Philipp': 0.2620193064212799, 'Bang': 0.16917237639427185, 'none': 0.15164513885974884, 'Man': 0.12376915663480759, 'B': 0.03894568979740143}, 'ines': {'ines': 0.992997407913208, 'ine': 0.006092009600251913, 'i': 0.0002805097319651395, 'in': 8.826630073599517e-05, 'inas': 6.066447895136662e-05}}",Philippines,-1,yes,-1
41,2022-06-27T02:18:59Z,"After earthquake that killed 1,000, Afghanistan braces for cholera, disease outbreaksKabul/Wor Kali, AfghanistanThousands affected by a deadly earthquake in eastern Afghanistan are in need of clean water and food and are at risk of disease, an Afghan health ministry official said on … [+2028 chars]",1000,"{'1000': {'1000': 0.39734381437301636, '1': 0.3243025839328766, 'none': 0.10862775146961212, '100': 0.013281397521495819, '10': 0.01075560413300991}}",4000,"{'4000': {'4000': 0.19114302098751068, 'none': 0.14094002544879913, '5000': 0.07603143900632858, '4': 0.06605726480484009, '6000': 0.03194320574402809}}",Kabul,"{'K': {'K': 0.5081765651702881, 'none': 0.2677902281284332, 'Af': 0.15742574632167816, 'W': 0.0071923392824828625, 'B': 0.0027946417685598135}, 'abul': {'abul': 0.9957644939422607, 'and': 0.0015936242416501045, 'AB': 0.00031874491833150387, 'und': 0.0002482387935742736, 'ab': 0.00016796676209196448}}",Afghanistan,-1,yes,-1
42,2022-07-27T09:47:02Z,"Photos: Powerful earthquake strikes PhilippinesA powerful magnitude 7 earthquake has struck the northern Philippine island of Luzon, killing four people, damaging buildings and sending strong tremors through the capital, Manila.
Two people were … [+1062 chars]",4,"{'4': {'4': 0.6842219233512878, 'four': 0.08835893124341965, 'none': 0.05443636327981949, 'yes': 0.0327603779733181, '400': 0.011865022592246532}}",-1,"{'none': {'none': 0.13469241559505463, '4': 0.08764602243900299, '4000': 0.05033088102936745, '2': 0.04012727364897728, '400': 0.034322675317525864}}",Manila,"{'Man': {'Man': 0.5383961796760559, 'Philipp': 0.2175317257642746, 'none': 0.0775633305311203, 'Ph': 0.01757925935089588, 'Fil': 0.011350022628903389}, 'ila': {'ila': 0.9754822850227356, 'illa': 0.02189059369266033, 'il': 0.0007147531723603606, 'ag': 0.00030264552333392203, 'ille': 0.0002394123439444229}}",Philippines,-1,yes,-1
43,2022-07-27T15:08:55Z,"At least 4 dead, dozens injured after 7.0 magnitude earthquake rips through PhilippinesWith the Federal Reserve expected to hike its key interest rate by three-quarters of a percentage point on Wednesday to battle high inflation, focus will shift to how deeply signs of a possible econo… [+563 chars]",4,"{'4': {'4': 0.5128797292709351, 'none': 0.180037721991539, 'four': 0.013667781837284565, '5': 0.011690673418343067, '0': 0.01106850802898407}}",-1,"{'none': {'none': 0.1245233342051506, '50': 0.08693129569292068, '40': 0.07611959427595139, '30': 0.04509936273097992, '20': 0.03918300196528435}}",Philippines,"{'Philipp': {'Philipp': 0.5968270897865295, 'none': 0.14399124681949615, 'Man': 0.03473949804902077, 'Fil': 0.0214023869484663, 'C': 0.013710884377360344}, 'ines': {'ines': 0.9926988482475281, 'ine': 0.006186084356158972, 'i': 0.0003544908540789038, 'in': 0.00012060944573022425, 'ins': 7.372707477770746e-05}}",Philippines,-1,yes,-1
44,2022-07-02T03:23:11Z,"Iran earthquakes: at last five killed and village flattened, state media saysAt least five people were killed by a magnitude-6.1 earthquake in southern Iran early on Saturday, state media reported, with the area also hit by two later strong quakes of up to 6.3 magnitude.
Fiv… [+929 chars]",5,"{'5': {'5': 0.578045129776001, 'none': 0.10044917464256287, 'yes': 0.06796731799840927, 'five': 0.050905171781778336, '4': 0.017730334773659706}}",-1,"{'none': {'none': 0.17038139700889587, '2': 0.09483152627944946, '6': 0.09119859337806702, '6000': 0.05036464333534241, '5': 0.04410075768828392}}",Iran,"{'Iran': {'Iran': 0.5088603496551514, 'Te': 0.10177846997976303, 'none': 0.08570606261491776, 'K': 0.034628380089998245, 'S': 0.01356066856533289}}",Iran,-1,yes,-1
45,2022-07-27T08:51:42Z,"Earthquake hits Philippines: What happened, where, and what nextA strong earthquake has struck the northern Philippines, killing at least four people, toppling buildings and causing panic among residents.
Here is what we know.
What happened?
<ul><li>At 8:43am … [+2835 chars]",4,"{'4': {'4': 0.6680782437324524, 'four': 0.06719039380550385, 'none': 0.046906452625989914, 'yes': 0.046906452625989914, '0': 0.009236428886651993}}",-1,"{'none': {'none': 0.11304841935634613, '4': 0.08942867070436478, '4000': 0.06594056636095047, '5000': 0.05466664955019951, '400': 0.029954852536320686}}",Philippines,"{'Philipp': {'Philipp': 0.5133489370346069, 'none': 0.08512159436941147, 'Man': 0.07280836254358292, 'C': 0.020859943702816963, 'P': 0.01840883679687977}, 'ines': {'ines': 0.9907060265541077, 'ine': 0.00857128668576479, 'i': 0.0001658129767747596, 'p': 8.272717241197824e-05, 'in': 8.208338840631768e-05}}",Philippines,-1,yes,-1
46,2022-07-27T04:22:52Z,"Philippines earthquake: 7.0-magnitude quake strikes northern Philippines, damages buildings - KABC-TVMANILA, Philippines -- A strong earthquake shook the northern Philippines on Wednesday, injuring at least one person, damaging buildings and prompting many people in the capital to run outdoors.
The… [+1659 chars]",1,"{'1': {'1': 0.6018424034118652, 'none': 0.10296309739351273, 'one': 0.06100361794233322, 'yes': 0.035306185483932495, '0': 0.018460266292095184}}",-1,"{'none': {'none': 0.18712344765663147, '1': 0.06466813385486603, 'Philipp': 0.04307826608419418, 'yes': 0.02869631163775921, '100': 0.025723205879330635}}",Manila,"{'Man': {'Man': 0.5212005972862244, 'Philipp': 0.14027924835681915, 'none': 0.0750860720872879, 'Metro': 0.03895413875579834, 'MAN': 0.028499457985162735}, 'ila': {'ila': 0.9785975813865662, 'illa': 0.01999526470899582, 'il': 0.0005672220140695572, 'ille': 0.00017299293540418148, 'ilan': 9.856840188149363e-05}}",Philippines,-1,yes,-1
47,2022-07-27T07:49:45Z,"Strong quake kills 2, injures dozens in northern PhilippinesA strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings and churches and prompt… [+5124 chars]",2,"{'2': {'2': 0.7109487652778625, 'none': 0.07493344694375992, 'two': 0.03948715329170227, '1': 0.01407957635819912, 'yes': 0.012042900547385216}}",40,"{'40': {'40': 0.13219138979911804, 'none': 0.1301419585943222, '50': 0.09671328961849213, '30': 0.05425123870372772, '60': 0.031644467264413834}}",,"{'none': {'none': 0.2770575284957886, 'Man': 0.13715343177318573, 'B': 0.08449777215719223, 'C': 0.039913926273584366, 'L': 0.03691434487700462}}",Philippines,-1,yes,-1
48,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7989924550056458, 'five': 0.03977948799729347, 'none': 0.0391627661883831, 'yes': 0.024127481505274773, '4': 0.009672521613538265}}",-1,"{'none': {'none': 0.20492671430110931, '5': 0.12236732989549637, '5000': 0.08813788741827011, '500': 0.031426530331373215, '3': 0.028614182025194168}}",Philippines,"{'Philipp': {'Philipp': 0.40744510293006897, 'V': 0.23581114411354065, 'none': 0.1079622134566307, 'Lu': 0.019661378115415573, 'Fil': 0.014957587234675884}, 'ines': {'ines': 0.9865080118179321, 'ine': 0.01241830363869667, 'i': 0.000270102551439777, 'in': 0.00012560935283545405, '…': 9.706338460091501e-05}}",Philippines,-1,yes,-1
49,2022-07-27T05:45:57Z,"Philippines struck by powerful 7 magnitude earthquake, killing at least twoA strong earthquake left at least two people dead and injured dozens in the northern Philippines, where the temblor set off small landslides and damaged buildings and churches and prompted terrified … [+2875 chars]",2,"{'2': {'2': 0.6152545809745789, 'two': 0.1372818499803543, 'none': 0.07945264130830765, 'yes': 0.017867324873805046, 'at': 0.014024225063621998}}",-1,"{'none': {'none': 0.1319170892238617, '40': 0.07694656401872635, '50': 0.06581588089466095, '30': 0.03779488056898117, '100': 0.01976151205599308}}",Philippines,"{'Philipp': {'Philipp': 0.6354522705078125, 'none': 0.10054315626621246, 'Man': 0.026228249073028564, 'B': 0.019491178914904594, 'C': 0.015784436836838722}, 'ines': {'ines': 0.9878827333450317, 'ine': 0.011147206649184227, 'i': 0.00015411425556521863, 'in': 9.059910371433944e-05, 'p': 8.850037556840107e-05}}",Philippines,-1,yes,-1
50,2022-07-27T10:21:52Z,"Filippine, terremoto di magnitudo 7 nel nord del Paese: almeno 4 morti e 60 feritiUn forte terremoto ha colpito il nord delle Filippine, provocando almeno quattro morti, 40 feriti e danni a diversi edifici. Decine le persone che si sono riversate in strada anche nella capitale Man… [+546 chars]",4,"{'4': {'4': 0.7288908958435059, 'none': 0.03409068286418915, '60': 0.026549849659204483, '5': 0.016103297472000122, '40': 0.013560336083173752}}",60,"{'60': {'60': 0.455843061208725, '40': 0.3036569654941559, 'none': 0.04374593123793602, '50': 0.01609322801232338, '20': 0.013341754674911499}}",Manila,"{'Man': {'Man': 0.6063876748085022, 'none': 0.08600405603647232, 'C': 0.06594160199165344, 'Philipp': 0.03641640767455101, 'F': 0.030665690079331398}, 'ila': {'ila': 0.5754555463790894, 'illa': 0.4144850969314575, 'ille': 0.0033165065106004477, 'ag': 0.0018031533109024167, 'il': 0.0015912771923467517}}",Philippines,-1,yes,-1
51,2022-07-27T10:55:00Z,"Strong quake kills 2, injures dozens in northern PhilippinesManila, July 27 (BNA): A strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings … [+2657 chars]",2,"{'2': {'2': 0.755073606967926, 'two': 0.05469734966754913, 'none': 0.0498025044798851, '1': 0.014493354596197605, 'yes': 0.014157616533339024}}",-1,"{'none': {'none': 0.12274115532636642, '40': 0.10663937032222748, '50': 0.08502031862735748, '30': 0.059353750199079514, 'do': 0.03714262694120407}}",Manila,"{'Man': {'Man': 0.4046616554260254, 'Philipp': 0.13984733819961548, 'none': 0.1293376386165619, 'B': 0.037639398127794266, 'M': 0.017367728054523468}, 'ila': {'ila': 0.9886987805366516, 'illa': 0.00803566537797451, 'il': 0.0011943950084969401, 'ama': 0.00014489653403870761, 'ilan': 0.00014154001837596297}}",Philippines,-1,yes,-1
52,2022-07-27T11:07:20Z,"Four People Dead After Strong Earthquake Strikes Northern PhilippinesAt least four people were killed Wednesday after a strong earthquake struck the northern Philippines.
The U.S. Geological Survey says the province of Abra on the main island of Luzon was the epicent… [+1190 chars]",4,"{'4': {'4': 0.655826210975647, 'four': 0.10706068575382233, 'none': 0.07956074923276901, 'yes': 0.016807636246085167, '400': 0.012786575593054295}}",-1,"{'none': {'none': 0.2193552702665329, '4': 0.11741241812705994, '400': 0.048944778740406036, '4000': 0.04562155157327652, '100': 0.02499854564666748}}",,"{'none': {'none': 0.20897875726222992, 'Philipp': 0.16275282204151154, 'Ab': 0.12094762921333313, 'Northern': 0.07931938767433167, 'B': 0.06575807929039001}}",Philippines,-1,yes,-1
53,2022-07-27T11:17:48Z,"Strong quake kills 5, injures dozens in northern Philippines'A beacon of hope': Ukraine, Russia sign grain export deal",5,"{'5': {'5': 0.3825676739215851, 'none': 0.21460101008415222, 'yes': 0.02793046645820141, '50': 0.027497444301843643, '40': 0.015067355707287788}}",-1,"{'none': {'none': 0.17410385608673096, '40': 0.12154407799243927, '50': 0.11240990459918976, '30': 0.06505786627531052, '20': 0.03945958614349365}}",,"{'none': {'none': 0.196022629737854, 'Philipp': 0.1434132158756256, 'B': 0.051135558634996414, 'Man': 0.04239286854863167, 'A': 0.03859914094209671}}",Philippines,-1,yes,-1
54,2022-07-27T11:36:11Z,"nanPelo menos quatro pessoas morreram e outras 60 ficaram feridas após um terremoto de magnitude 7,1 atingir o norte das Filipinas às 8h43 de hoje, no horário local (21h43 de ontem, no horário de Brasíl… [+1816 chars]",4,"{'4': {'4': 0.5113427639007568, 'none': 0.08816654980182648, '60': 0.05264664813876152, '5': 0.02688927762210369, '1': 0.01682688109576702}}",60,"{'60': {'60': 0.6538565754890442, 'none': 0.07393605262041092, '6': 0.01586535945534706, '40': 0.014904125593602657, '20': 0.01216439250856638}}",,"{'none': {'none': 0.1905687153339386, 'Fil': 0.11925486475229263, 'Man': 0.11925486475229263, 'Philipp': 0.08456435799598694, 'B': 0.06186860427260399}}",Filipinas,-1,yes,-1
55,2022-07-27T11:23:40Z,"Magnitude-7.3 earthquake hits Philippines, killing four and injuring 60Comment on this story
MANILA A major earthquake struck the northern Philippines on Wednesday morning, killing at least four, injuring dozens, and damaging over a hundred buildings across the region.… [+2209 chars]",4,"{'4': {'4': 0.7583217024803162, 'four': 0.09792802482843399, 'none': 0.0195868369191885, 'yes': 0.016884909942746162, '0': 0.007205594331026077}}",60,"{'60': {'60': 0.573948860168457, 'none': 0.053804267197847366, '40': 0.026843946427106857, '30': 0.019184501841664314, '50': 0.016029251739382744}}",Manila,"{'Man': {'Man': 0.34357550740242004, 'Philipp': 0.19272840023040771, 'none': 0.15730033814907074, 'B': 0.03097427263855934, 'C': 0.02374880015850067}, 'ila': {'ila': 0.9610310196876526, 'illa': 0.03288467228412628, 'il': 0.0018264636164531112, 'ille': 0.0004993273760192096, 'ilan': 0.0003681809175759554}}",Philippines,-1,yes,-1
56,2022-07-27T12:51:41Z,"Deadly earthquake rattles northern PhilippinesA strong earthquake has set off landslides and damaged buildings in the northern Philippines, killing at least five people and injuring dozens.
In the capital Manila, hospital patients were evacuate… [+3510 chars]",5,"{'5': {'5': 0.7843955159187317, 'none': 0.03611789643764496, 'yes': 0.028571605682373047, 'five': 0.027477040886878967, '4': 0.014822753146290779}}",50,"{'50': {'50': 0.1219918429851532, '40': 0.10765742510557175, 'none': 0.06086399033665657, '45': 0.03691587597131729, '30': 0.02852637879550457}}",Manila,"{'Man': {'Man': 0.7114706635475159, 'none': 0.08767039328813553, 'Philipp': 0.046926580369472504, 'B': 0.01014858391135931, 'Ph': 0.008886397816240788}, 'ila': {'ila': 0.9863969683647156, 'illa': 0.010620743036270142, 'il': 0.0006896534468978643, 'ille': 0.00023833784507587552, 'ag': 0.0002256537409266457}}",Philippines,-1,yes,-1
57,2022-07-27T13:48:33Z,"Strong earthquake kills 5, injures dozens in northern PhilippinesMANILA, Philippines (AP) A strong earthquake set off landslides and damaged buildings in the northern Philippines on Wednesday, killing at least five people and injuring dozens. In the capital, hospi… [+3548 chars]",5,"{'5': {'5': 0.8536965250968933, 'none': 0.026597728952765465, 'five': 0.023472411558032036, 'yes': 0.019008539617061615, '4': 0.007620376069098711}}",50,"{'50': {'50': 0.1760856807231903, '40': 0.13291645050048828, 'none': 0.09877511858940125, '45': 0.04487061873078346, '30': 0.038081202656030655}}",Manila,"{'Man': {'Man': 0.7789130210876465, 'none': 0.07592715322971344, 'Philipp': 0.02665293775498867, 'B': 0.011110597290098667, 'C': 0.009211008436977863}, 'ila': {'ila': 0.9793667197227478, 'illa': 0.016589686274528503, 'il': 0.0012792592169716954, 'ille': 0.00025190107407979667, 'ag': 0.00023297040024772286}}",Philippines,-1,yes,-1
58,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7989924550056458, 'five': 0.03977948799729347, 'none': 0.0391627661883831, 'yes': 0.024127481505274773, '4': 0.009672521613538265}}",-1,"{'none': {'none': 0.20492671430110931, '5': 0.12236732989549637, '5000': 0.08813788741827011, '500': 0.031426530331373215, '3': 0.028614182025194168}}",Philippines,"{'Philipp': {'Philipp': 0.40744510293006897, 'V': 0.23581114411354065, 'none': 0.1079622134566307, 'Lu': 0.019661378115415573, 'Fil': 0.014957587234675884}, 'ines': {'ines': 0.9865080118179321, 'ine': 0.01241830363869667, 'i': 0.000270102551439777, 'in': 0.00012560935283545405, '…': 9.706338460091501e-05}}",Philippines,-1,yes,-1
59,2022-07-27T17:35:14Z,Philippines earthquake kills four and injures dozens - The Washington PostThe Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,4,"{'4': {'4': 0.6290608644485474, 'four': 0.09953188896179199, 'none': 0.07751551270484924, '40': 0.00883395690470934, '3': 0.008043409325182438}}",-1,"{'none': {'none': 0.14010494947433472, '50': 0.07499278336763382, '30': 0.06935697793960571, '40': 0.06722308695316315, '12': 0.05401527136564255}}",Philippines,"{'Philipp': {'Philipp': 0.5376953482627869, 'none': 0.17185775935649872, 'The': 0.042115554213523865, 'Man': 0.023996718227863312, 'Fil': 0.014554746448993683}, 'ines': {'ines': 0.9852344393730164, 'ine': 0.01427492592483759, 'i': 7.432499842252582e-05, 'p': 4.472957516554743e-05, 'in': 4.136809366173111e-05}}",Philippines,-1,yes,-1
60,2022-07-27T18:12:50Z,"Terremoto de magnitude 7,1 atinge as Filipinas e deixa ao menos 5 mortosUm terremoto de magnitude 7,1 atingiu a ilha de Luzon, no Norte das Filipinas, na manhã desta quarta-feira (no horário local), informou o Serviço Geológico dos Estados Unidos (USGS). De acordo com a … [+1775 chars]",5,"{'5': {'5': 0.67793208360672, 'none': 0.06818141788244247, 'yes': 0.019382288679480553, '4': 0.014745266176760197, 'no': 0.008873856626451015}}",-1,"{'none': {'none': 0.19253313541412354, '5': 0.11769315600395203, '5000': 0.09988487511873245, '500': 0.033984117209911346, '1000': 0.024477839469909668}}",Filipinas,"{'Fil': {'Fil': 0.3634081184864044, 'Philipp': 0.2346339225769043, 'none': 0.05486642196774483, 'Man': 0.043065145611763, 'L': 0.026325197890400887}, 'ip': {'ip': 0.9859759211540222, '-': 0.002140029100701213, 'ad': 0.001706180046312511, 'pp': 0.0012385539012029767, 'ib': 0.0005453278427012265}, 'inas': {'inas': 0.9824480414390564, 'ina': 0.0100938118994236, 'ino': 0.002983724931254983, 'inos': 0.002323727123439312, 'in': 0.0005391480517573655}}",Philippines,-1,yes,-1
61,2022-07-27T18:53:31Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.com""There are some good people in it, but the orchestra as a whole is equivalent
to a gang bent on destruction.""
-- John Cage, composer",5,"{'5': {'5': 0.5401697754859924, 'none': 0.16733679175376892, '4': 0.02689347043633461, '3': 0.01777550019323826, 'yes': 0.01696150004863739}}",-1,"{'none': {'none': 0.26450222730636597, '5000': 0.10686855763196945, '5': 0.08520305156707764, '500': 0.039008792489767075, '4000': 0.029676325619220734}}",Philippines,"{'Philipp': {'Philipp': 0.5755500197410583, 'none': 0.1388579159975052, 'Man': 0.02489585243165493, 'Fil': 0.014982587657868862, 'C': 0.014296485111117363}, 'ines': {'ines': 0.9925323128700256, 'ine': 0.0071189445443451405, 'i': 8.032972982618958e-05, 'p': 2.8642449251492508e-05, 'in': 2.6079245799337514e-05}}",Philippines,-1,yes,-1
