,time,text,deaths,death_score,injuries,injury_score,location,location_score
30,2022-07-27T06:49:01Z,"Strong earthquake kills at least 2 and injures dozens in the northern PhilippinesA damaged car is seen along a road after a strong quake hit Bangued, Abra province, in the northern Philippines on Wednesday.
Raphiel Alzate/AP
MANILA, Philippines A strong earthquake left at least… [+2759 chars]",2,"{'2': {'2': 0.5693082809448242, 'none': 0.09970687329769135, 'at': 0.019633445888757706, ' 2': 0.014364136382937431, '40': 0.009274182841181755}}",-1,"{'none': {'none': 0.19286948442459106, '50': 0.09547731280326843, '40': 0.08969264477491379, '30': 0.04011302813887596, '12': 0.0327393002808094}}",Philippines,"{'Philipp': {'Philipp': 0.6746717691421509, 'Northern': 0.04811535403132439, 'The': 0.04380952939391136, '\n': 0.015258914791047573, 'n': 0.015258914791047573}, 'ines': {'ines': 0.9967026114463806, 'ine': 0.0025490031111985445, 'i': 0.00022272943169809878, 'in': 9.579473407939076e-05, 'ina': 8.929051546147093e-05}}"
31,2022-06-27T02:18:59Z,"After earthquake that killed 1,000, Afghanistan braces for cholera, disease outbreaksKabul/Wor Kali, AfghanistanThousands affected by a deadly earthquake in eastern Afghanistan are in need of clean water and food and are at risk of disease, an Afghan health ministry official said on … [+2028 chars]",1000,"{'1000': {'1000': 0.45606178045272827, '1': 0.28539618849754333, 'none': 0.07925164699554443, '4000': 0.010894447565078735, '10': 0.009318514727056026}}",4000,"{'4000': {'4000': 0.17193453013896942, 'none': 0.1447833925485611, '5000': 0.11187992244958878, '6000': 0.043133556842803955, '2000': 0.036039434373378754}}",Afghanistan,"{'Af': {'Af': 0.9142268300056458, 'K': 0.05077752098441124, 'AF': 0.002955605974420905, '\n': 0.0029326053336262703, ' Afghanistan': 0.0025880150496959686}, 'ghan': {'ghan': 0.9982448816299438, 'gan': 0.000953966926317662, 'gh': 0.0005027051665820181, 'g': 0.00010373907571192831, 'rica': 7.472046127077192e-05}, 'istan': {'istan': 0.9984416365623474, 'ist': 0.0005742204957641661, '|': 0.00028425976051948965, 'stan': 0.00014862864918541163, 'ast': 8.337311737705022e-05}}"
32,2022-07-27T09:47:02Z,"Photos: Powerful earthquake strikes PhilippinesA powerful magnitude 7 earthquake has struck the northern Philippine island of Luzon, killing four people, damaging buildings and sending strong tremors through the capital, Manila.
Two people were … [+1062 chars]",4,"{'4': {'4': 0.654638946056366, 'four': 0.0663551464676857, 'none': 0.05675656720995903, '400': 0.024602152407169342, '4000': 0.017999317497015}}",-1,"{'none': {'none': 0.24282421171665192, '2': 0.035256512463092804, '1000': 0.034171782433986664, '1': 0.034171782433986664, '10': 0.026200415566563606}}",Philippines,"{'Philipp': {'Philipp': 0.6466493606567383, 'Man': 0.10891352593898773, 'The': 0.026072125881910324, 'Ph': 0.018779046833515167, 'Fil': 0.01709851808845997}, 'ines': {'ines': 0.9935751557350159, 'ine': 0.005726243834942579, 'i': 0.00018121604807674885, 'ina': 0.0001142915352829732, 'in': 9.549414971843362e-05}}"
33,2022-07-27T15:08:55Z,"At least 4 dead, dozens injured after 7.0 magnitude earthquake rips through PhilippinesWith the Federal Reserve expected to hike its key interest rate by three-quarters of a percentage point on Wednesday to battle high inflation, focus will shift to how deeply signs of a possible econo… [+563 chars]",4,"{'4': {'4': 0.5782046318054199, 'none': 0.09814934432506561, '4000': 0.017189569771289825, '40': 0.015169741585850716, '400': 0.012975368648767471}}",-1,"{'none': {'none': 0.12560543417930603, '50': 0.09481195360422134, '40': 0.06775904446840286, '20': 0.061695314943790436, '30': 0.052360132336616516}}",Philippines,"{'Philipp': {'Philipp': 0.727568507194519, 'The': 0.056104060262441635, '\n': 0.03796190768480301, 'Fil': 0.01969437673687935, 'PH': 0.014750407077372074}, 'ines': {'ines': 0.9968857169151306, 'ine': 0.002432722831144929, 'i': 0.00021931660012342036, 'in': 0.00013095994654577225, 'ina': 5.632516695186496e-05}}"
34,2022-07-02T03:23:11Z,"Iran earthquakes: at last five killed and village flattened, state media saysAt least five people were killed by a magnitude-6.1 earthquake in southern Iran early on Saturday, state media reported, with the area also hit by two later strong quakes of up to 6.3 magnitude.
Fiv… [+929 chars]",5,"{'5': {'5': 0.5167199373245239, 'none': 0.11988867819309235, 'five': 0.05446188151836395, '5000': 0.027385154739022255, 'at': 0.014889050275087357}}",-1,"{'none': {'none': 0.19556941092014313, '6': 0.1523096114397049, '2': 0.07658608257770538, '6000': 0.06653914600610733, '3': 0.028174446895718575}}",Iran,"{'Iran': {'Iran': 0.8295180797576904, '\n': 0.016949187964200974, 'K': 0.010200201533734798, 'Te': 0.008522587828338146, '#': 0.006333448458462954}}"
35,2022-07-27T08:51:42Z,"Earthquake hits Philippines: What happened, where, and what nextA strong earthquake has struck the northern Philippines, killing at least four people, toppling buildings and causing panic among residents.
Here is what we know.
What happened?
<ul><li>At 8:43am … [+2835 chars]",4,"{'4': {'4': 0.6353704929351807, 'four': 0.05639233440160751, 'none': 0.0489945113658905, ' 4': 0.011728488840162754, '400': 0.011367641389369965}}",-1,"{'none': {'none': 0.306205689907074, '4': 0.05157345160841942, '3': 0.041117940098047256, '5000': 0.03462477773427963, '3000': 0.02893008477985859}}",Philippines,"{'Philipp': {'Philipp': 0.6482712626457214, 'The': 0.09635692089796066, '\n': 0.021002085879445076, 'Fil': 0.01500951312482357, 'the': 0.013990405946969986}, 'ines': {'ines': 0.9965583682060242, 'ine': 0.003026578575372696, 'i': 9.429593046661466e-05, 'in': 6.898837455082685e-05, 'ina': 5.2075160056119785e-05}}"
36,2022-07-27T04:22:52Z,"Philippines earthquake: 7.0-magnitude quake strikes northern Philippines, damages buildings - KABC-TVMANILA, Philippines -- A strong earthquake shook the northern Philippines on Wednesday, injuring at least one person, damaging buildings and prompting many people in the capital to run outdoors.
The… [+1659 chars]",1,"{'1': {'1': 0.5299661755561829, 'none': 0.12392644584178925, 'one': 0.06087062135338783, ' 1': 0.016003591939806938, 'in': 0.01236661709845066}}",-1,"{'none': {'none': 0.23209033906459808, '4000': 0.06444915384054184, '0': 0.030923044309020042, '5000': 0.029506972059607506, '1000': 0.02644987963140011}}",Philippines,"{'Philipp': {'Philipp': 0.6001251339912415, 'Man': 0.0878177061676979, 'The': 0.038665615022182465, '\n': 0.03180546686053276, 'Metro': 0.014906922355294228}, 'ines': {'ines': 0.9950637221336365, 'ine': 0.004397041164338589, 'in': 0.00011626529158093035, 'i': 0.0001126881834352389, 'ina': 6.223232776392251e-05}}"
37,2022-07-27T07:49:45Z,"Strong quake kills 2, injures dozens in northern PhilippinesA strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings and churches and prompt… [+5124 chars]",2,"{'2': {'2': 0.6086638569831848, 'none': 0.11084591597318649, 'two': 0.02397211082279682, '1': 0.011592155322432518, ' 2': 0.010150430724024773}}",-1,"{'none': {'none': 0.1542922556400299, '40': 0.11829998344182968, '50': 0.09070374071598053, '30': 0.05501460283994675, 'do': 0.04705647751688957}}",Philippines,"{'Philipp': {'Philipp': 0.5517633557319641, 'Northern': 0.06094636768102646, 'n': 0.04321744665503502, '\n': 0.029471738263964653, 'The': 0.02683432400226593}, 'ines': {'ines': 0.9948899745941162, 'ine': 0.003940793685615063, 'i': 0.00024038997071329504, 'in': 0.00019315876124892384, 'ina': 0.0001446692185709253}}"
38,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7695346474647522, 'none': 0.04110371321439743, 'five': 0.036558400839567184, 'at': 0.01713457889854908, '5000': 0.012438368983566761}}",-1,"{'none': {'none': 0.2815151810646057, '5000': 0.08065545558929443, '5': 0.05207507312297821, '4000': 0.042835783213377, '1000': 0.028092393651604652}}",Philippines,"{'Philipp': {'Philipp': 0.8038007616996765, 'The': 0.019503647461533546, 'Lu': 0.017346903681755066, 'Fil': 0.016552530229091644, 'PH': 0.01567162200808525}, 'ines': {'ines': 0.9940924048423767, 'ine': 0.005135643761605024, 'i': 0.0001784994383342564, 'in': 0.0001152479017036967, '…': 9.188363037537783e-05}}"
39,2022-07-27T05:45:57Z,"Philippines struck by powerful 7 magnitude earthquake, killing at least twoA strong earthquake left at least two people dead and injured dozens in the northern Philippines, where the temblor set off small landslides and damaged buildings and churches and prompted terrified … [+2875 chars]",2,"{'2': {'2': 0.577684760093689, 'two': 0.1201469898223877, 'none': 0.10438551008701324, 'at': 0.013692398555576801, '1': 0.008435642346739769}}",-1,"{'none': {'none': 0.18980102241039276, '40': 0.0835682600736618, '50': 0.060191962867975235, '30': 0.040727920830249786, '60': 0.022846290841698647}}",Philippines,"{'Philipp': {'Philipp': 0.812345027923584, 'The': 0.027365965768694878, '\n': 0.017668796703219414, 'Phil': 0.0098341666162014, 'PH': 0.00902433879673481}, 'ines': {'ines': 0.9960283041000366, 'ine': 0.0035922389943152666, 'i': 7.339867443079129e-05, 'in': 7.226074376376346e-05, 'ina': 3.959561945521273e-05}}"
40,2022-07-27T06:49:01Z,"Strong earthquake kills at least 2 and injures dozens in the northern PhilippinesA damaged car is seen along a road after a strong quake hit Bangued, Abra province, in the northern Philippines on Wednesday.
Raphiel Alzate/AP
MANILA, Philippines A strong earthquake left at least… [+2759 chars]",2,"{'2': {'2': 0.5693082809448242, 'none': 0.09970687329769135, 'at': 0.019633445888757706, ' 2': 0.014364136382937431, '40': 0.009274182841181755}}",-1,"{'none': {'none': 0.19286948442459106, '50': 0.09547731280326843, '40': 0.08969264477491379, '30': 0.04011302813887596, '12': 0.0327393002808094}}",Philippines,"{'Philipp': {'Philipp': 0.6746717691421509, 'Northern': 0.04811535403132439, 'The': 0.04380952939391136, '\n': 0.015258914791047573, 'n': 0.015258914791047573}, 'ines': {'ines': 0.9967026114463806, 'ine': 0.0025490031111985445, 'i': 0.00022272943169809878, 'in': 9.579473407939076e-05, 'ina': 8.929051546147093e-05}}"
41,2022-06-27T02:18:59Z,"After earthquake that killed 1,000, Afghanistan braces for cholera, disease outbreaksKabul/Wor Kali, AfghanistanThousands affected by a deadly earthquake in eastern Afghanistan are in need of clean water and food and are at risk of disease, an Afghan health ministry official said on … [+2028 chars]",1000,"{'1000': {'1000': 0.45606178045272827, '1': 0.28539618849754333, 'none': 0.07925164699554443, '4000': 0.010894447565078735, '10': 0.009318514727056026}}",4000,"{'4000': {'4000': 0.17193453013896942, 'none': 0.1447833925485611, '5000': 0.11187992244958878, '6000': 0.043133556842803955, '2000': 0.036039434373378754}}",Afghanistan,"{'Af': {'Af': 0.9142268300056458, 'K': 0.05077752098441124, 'AF': 0.002955605974420905, '\n': 0.0029326053336262703, ' Afghanistan': 0.0025880150496959686}, 'ghan': {'ghan': 0.9982448816299438, 'gan': 0.000953966926317662, 'gh': 0.0005027051665820181, 'g': 0.00010373907571192831, 'rica': 7.472046127077192e-05}, 'istan': {'istan': 0.9984416365623474, 'ist': 0.0005742204957641661, '|': 0.00028425976051948965, 'stan': 0.00014862864918541163, 'ast': 8.337311737705022e-05}}"
42,2022-07-27T09:47:02Z,"Photos: Powerful earthquake strikes PhilippinesA powerful magnitude 7 earthquake has struck the northern Philippine island of Luzon, killing four people, damaging buildings and sending strong tremors through the capital, Manila.
Two people were … [+1062 chars]",4,"{'4': {'4': 0.654638946056366, 'four': 0.0663551464676857, 'none': 0.05675656720995903, '400': 0.024602152407169342, '4000': 0.017999317497015}}",-1,"{'none': {'none': 0.24282421171665192, '2': 0.035256512463092804, '1000': 0.034171782433986664, '1': 0.034171782433986664, '10': 0.026200415566563606}}",Philippines,"{'Philipp': {'Philipp': 0.6466493606567383, 'Man': 0.10891352593898773, 'The': 0.026072125881910324, 'Ph': 0.018779046833515167, 'Fil': 0.01709851808845997}, 'ines': {'ines': 0.9935751557350159, 'ine': 0.005726243834942579, 'i': 0.00018121604807674885, 'ina': 0.0001142915352829732, 'in': 9.549414971843362e-05}}"
43,2022-07-27T15:08:55Z,"At least 4 dead, dozens injured after 7.0 magnitude earthquake rips through PhilippinesWith the Federal Reserve expected to hike its key interest rate by three-quarters of a percentage point on Wednesday to battle high inflation, focus will shift to how deeply signs of a possible econo… [+563 chars]",4,"{'4': {'4': 0.5782046318054199, 'none': 0.09814934432506561, '4000': 0.017189569771289825, '40': 0.015169741585850716, '400': 0.012975368648767471}}",-1,"{'none': {'none': 0.12560543417930603, '50': 0.09481195360422134, '40': 0.06775904446840286, '20': 0.061695314943790436, '30': 0.052360132336616516}}",Philippines,"{'Philipp': {'Philipp': 0.727568507194519, 'The': 0.056104060262441635, '\n': 0.03796190768480301, 'Fil': 0.01969437673687935, 'PH': 0.014750407077372074}, 'ines': {'ines': 0.9968857169151306, 'ine': 0.002432722831144929, 'i': 0.00021931660012342036, 'in': 0.00013095994654577225, 'ina': 5.632516695186496e-05}}"
44,2022-07-02T03:23:11Z,"Iran earthquakes: at last five killed and village flattened, state media saysAt least five people were killed by a magnitude-6.1 earthquake in southern Iran early on Saturday, state media reported, with the area also hit by two later strong quakes of up to 6.3 magnitude.
Fiv… [+929 chars]",5,"{'5': {'5': 0.5167199373245239, 'none': 0.11988867819309235, 'five': 0.05446188151836395, '5000': 0.027385154739022255, 'at': 0.014889050275087357}}",-1,"{'none': {'none': 0.19556941092014313, '6': 0.1523096114397049, '2': 0.07658608257770538, '6000': 0.06653914600610733, '3': 0.028174446895718575}}",Iran,"{'Iran': {'Iran': 0.8295180797576904, '\n': 0.016949187964200974, 'K': 0.010200201533734798, 'Te': 0.008522587828338146, '#': 0.006333448458462954}}"
45,2022-07-27T08:51:42Z,"Earthquake hits Philippines: What happened, where, and what nextA strong earthquake has struck the northern Philippines, killing at least four people, toppling buildings and causing panic among residents.
Here is what we know.
What happened?
<ul><li>At 8:43am … [+2835 chars]",4,"{'4': {'4': 0.6353704929351807, 'four': 0.05639233440160751, 'none': 0.0489945113658905, ' 4': 0.011728488840162754, '400': 0.011367641389369965}}",-1,"{'none': {'none': 0.306205689907074, '4': 0.05157345160841942, '3': 0.041117940098047256, '5000': 0.03462477773427963, '3000': 0.02893008477985859}}",Philippines,"{'Philipp': {'Philipp': 0.6482712626457214, 'The': 0.09635692089796066, '\n': 0.021002085879445076, 'Fil': 0.01500951312482357, 'the': 0.013990405946969986}, 'ines': {'ines': 0.9965583682060242, 'ine': 0.003026578575372696, 'i': 9.429593046661466e-05, 'in': 6.898837455082685e-05, 'ina': 5.2075160056119785e-05}}"
46,2022-07-27T04:22:52Z,"Philippines earthquake: 7.0-magnitude quake strikes northern Philippines, damages buildings - KABC-TVMANILA, Philippines -- A strong earthquake shook the northern Philippines on Wednesday, injuring at least one person, damaging buildings and prompting many people in the capital to run outdoors.
The… [+1659 chars]",1,"{'1': {'1': 0.5299661755561829, 'none': 0.12392644584178925, 'one': 0.06087062135338783, ' 1': 0.016003591939806938, 'in': 0.01236661709845066}}",-1,"{'none': {'none': 0.23209033906459808, '4000': 0.06444915384054184, '0': 0.030923044309020042, '5000': 0.029506972059607506, '1000': 0.02644987963140011}}",Philippines,"{'Philipp': {'Philipp': 0.6001251339912415, 'Man': 0.0878177061676979, 'The': 0.038665615022182465, '\n': 0.03180546686053276, 'Metro': 0.014906922355294228}, 'ines': {'ines': 0.9950637221336365, 'ine': 0.004397041164338589, 'in': 0.00011626529158093035, 'i': 0.0001126881834352389, 'ina': 6.223232776392251e-05}}"
47,2022-07-27T07:49:45Z,"Strong quake kills 2, injures dozens in northern PhilippinesA strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings and churches and prompt… [+5124 chars]",2,"{'2': {'2': 0.6086638569831848, 'none': 0.11084591597318649, 'two': 0.02397211082279682, '1': 0.011592155322432518, ' 2': 0.010150430724024773}}",-1,"{'none': {'none': 0.1542922556400299, '40': 0.11829998344182968, '50': 0.09070374071598053, '30': 0.05501460283994675, 'do': 0.04705647751688957}}",Philippines,"{'Philipp': {'Philipp': 0.5517633557319641, 'Northern': 0.06094636768102646, 'n': 0.04321744665503502, '\n': 0.029471738263964653, 'The': 0.02683432400226593}, 'ines': {'ines': 0.9948899745941162, 'ine': 0.003940793685615063, 'i': 0.00024038997071329504, 'in': 0.00019315876124892384, 'ina': 0.0001446692185709253}}"
48,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7695346474647522, 'none': 0.04110371321439743, 'five': 0.036558400839567184, 'at': 0.01713457889854908, '5000': 0.012438368983566761}}",-1,"{'none': {'none': 0.2815151810646057, '5000': 0.08065545558929443, '5': 0.05207507312297821, '4000': 0.042835783213377, '1000': 0.028092393651604652}}",Philippines,"{'Philipp': {'Philipp': 0.8038007616996765, 'The': 0.019503647461533546, 'Lu': 0.017346903681755066, 'Fil': 0.016552530229091644, 'PH': 0.01567162200808525}, 'ines': {'ines': 0.9940924048423767, 'ine': 0.005135643761605024, 'i': 0.0001784994383342564, 'in': 0.0001152479017036967, '…': 9.188363037537783e-05}}"
49,2022-07-27T05:45:57Z,"Philippines struck by powerful 7 magnitude earthquake, killing at least twoA strong earthquake left at least two people dead and injured dozens in the northern Philippines, where the temblor set off small landslides and damaged buildings and churches and prompted terrified … [+2875 chars]",2,"{'2': {'2': 0.577684760093689, 'two': 0.1201469898223877, 'none': 0.10438551008701324, 'at': 0.013692398555576801, '1': 0.008435642346739769}}",-1,"{'none': {'none': 0.18980102241039276, '40': 0.0835682600736618, '50': 0.060191962867975235, '30': 0.040727920830249786, '60': 0.022846290841698647}}",Philippines,"{'Philipp': {'Philipp': 0.812345027923584, 'The': 0.027365965768694878, '\n': 0.017668796703219414, 'Phil': 0.0098341666162014, 'PH': 0.00902433879673481}, 'ines': {'ines': 0.9960283041000366, 'ine': 0.0035922389943152666, 'i': 7.339867443079129e-05, 'in': 7.226074376376346e-05, 'ina': 3.959561945521273e-05}}"
50,2022-07-27T10:21:52Z,"Filippine, terremoto di magnitudo 7 nel nord del Paese: almeno 4 morti e 60 feritiUn forte terremoto ha colpito il nord delle Filippine, provocando almeno quattro morti, 40 feriti e danni a diversi edifici. Decine le persone che si sono riversate in strada anche nella capitale Man… [+546 chars]",4,"{'4': {'4': 0.6782183051109314, '60': 0.046515319496393204, '40': 0.038562554866075516, '5': 0.017793694511055946, 'none': 0.016456477344036102}}",60,"{'60': {'60': 0.5255412459373474, '40': 0.23320752382278442, 'none': 0.024579891934990883, '20': 0.015381703153252602, '50': 0.014115044847130775}}",Filippine,"{'F': {'F': 0.3503589332103729, 'Philipp': 0.20920886099338531, 'Man': 0.0899796187877655, '\n': 0.02898477204144001, 'C': 0.027228672057390213}, 'ilipp': {'ilipp': 0.9916329383850098, 'iji': 0.001216804375872016, 'ili': 0.0010738261044025421, 'am': 0.0008764313533902168, 'eder': 0.00046911987010389566}, 'ine': {'ine': 0.9123805165290833, 'ines': 0.036499813199043274, 'ina': 0.029790278524160385, 'i': 0.006751785986125469, 'ini': 0.004225160460919142}}"
51,2022-07-27T10:55:00Z,"Strong quake kills 2, injures dozens in northern PhilippinesManila, July 27 (BNA): A strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings … [+2657 chars]",2,"{'2': {'2': 0.6863937973976135, 'none': 0.07822399586439133, 'two': 0.04090036451816559, ' 2': 0.01092251855880022, '1': 0.009714688174426556}}",-1,"{'none': {'none': 0.15628479421138763, '40': 0.09405384957790375, '50': 0.06464220583438873, '30': 0.051136188209056854, 'do': 0.04917718842625618}}",Philippines,"{'Philipp': {'Philipp': 0.46589401364326477, 'Man': 0.08484560251235962, 'Northern': 0.046129755675792694, '\n': 0.033486608415842056, 'n': 0.029551828280091286}, 'ines': {'ines': 0.9966572523117065, 'ine': 0.002843489171937108, 'i': 8.92864482011646e-05, 'in': 7.287347398232669e-05, 'ina': 5.631225576507859e-05}}"
52,2022-07-27T11:07:20Z,"Four People Dead After Strong Earthquake Strikes Northern PhilippinesAt least four people were killed Wednesday after a strong earthquake struck the northern Philippines.
The U.S. Geological Survey says the province of Abra on the main island of Luzon was the epicent… [+1190 chars]",4,"{'4': {'4': 0.6385674476623535, 'four': 0.09565900266170502, 'none': 0.07108773291110992, '400': 0.023078808560967445, '4000': 0.013461750000715256}}",-1,"{'none': {'none': 0.40104785561561584, '1': 0.0600779727101326, '4': 0.029740752652287483, '0': 0.02905181050300598, '1000': 0.028157977387309074}}",Philippines,"{'Philipp': {'Philipp': 0.41161975264549255, 'Northern': 0.269946813583374, 'The': 0.046182453632354736, '\n': 0.024913568049669266, 'Ab': 0.021476836875081062}, 'ines': {'ines': 0.9943026304244995, 'ine': 0.004604534711688757, 'i': 0.00022569212887901813, 'in': 0.00021535693667829037, 'ina': 0.0001337181602139026}}"
53,2022-07-27T11:17:48Z,"Strong quake kills 5, injures dozens in northern Philippines'A beacon of hope': Ukraine, Russia sign grain export deal",5,"{'5': {'5': 0.3644354045391083, 'none': 0.21257330477237701, '50': 0.040570326149463654, '40': 0.03038576990365982, '45': 0.012967053800821304}}",40,"{'40': {'40': 0.16012965142726898, 'none': 0.14809571206569672, '50': 0.08638346195220947, '30': 0.0631994977593422, '20': 0.051180511713027954}}",Philippines,"{'Philipp': {'Philipp': 0.44625431299209595, 'n': 0.09802906215190887, 'Ukraine': 0.050856806337833405, 'Northern': 0.04249245300889015, 'The': 0.03335270658135414}, 'ines': {'ines': 0.9892728924751282, 'ine': 0.010006354190409184, 'in': 0.00011649525549728423, 'i': 0.00010774050315376371, 'ina': 7.58049136493355e-05}}"
54,2022-07-27T11:36:11Z,"nanPelo menos quatro pessoas morreram e outras 60 ficaram feridas após um terremoto de magnitude 7,1 atingir o norte das Filipinas às 8h43 de hoje, no horário local (21h43 de ontem, no horário de Brasíl… [+1816 chars]",4,"{'4': {'4': 0.40782439708709717, '60': 0.12933413684368134, 'none': 0.0754399299621582, 'out': 0.03144804388284683, '5': 0.015446759760379791}}",60,"{'60': {'60': 0.7061728835105896, 'none': 0.057067520916461945, '40': 0.012438514269888401, '20': 0.010891526937484741, '600': 0.00938908290117979}}",Filipinas,"{'Fil': {'Fil': 0.6061717867851257, 'Philipp': 0.15326422452926636, '\n': 0.024824991822242737, 'P': 0.012778811156749725, 'O': 0.012289262376725674}, 'ip': {'ip': 0.9926020503044128, '…': 0.0022755113895982504, '-': 0.000817722175270319, 'pp': 0.0005982582806609571, 'ipp': 0.0005117174587212503}, 'inas': {'inas': 0.9890658855438232, 'ina': 0.005271874368190765, 'inos': 0.0026097670197486877, 'ino': 0.0016588688595220447, 'in': 0.00047527390415780246}}"
55,2022-07-27T11:23:40Z,"Magnitude-7.3 earthquake hits Philippines, killing four and injuring 60Comment on this story
MANILA A major earthquake struck the northern Philippines on Wednesday morning, killing at least four, injuring dozens, and damaging over a hundred buildings across the region.… [+2209 chars]",4,"{'4': {'4': 0.6922034025192261, 'four': 0.07527362555265427, '60': 0.02106667309999466, 'none': 0.016152380034327507, '40': 0.013601666316390038}}",60,"{'60': {'60': 0.6692657470703125, 'none': 0.025950249284505844, '40': 0.02362797223031521, '30': 0.015255365520715714, '100': 0.01513664796948433}}",Philippines,"{'Philipp': {'Philipp': 0.7093826532363892, 'The': 0.05219674110412598, 'Man': 0.031658925116062164, 'PH': 0.022101491689682007, '\n': 0.01681392639875412}, 'ines': {'ines': 0.9960381984710693, 'ine': 0.0034817522391676903, 'i': 0.00012101516767870635, 'ina': 5.80637133680284e-05, 'in': 5.497361780726351e-05}}"
56,2022-07-27T12:51:41Z,"Deadly earthquake rattles northern PhilippinesA strong earthquake has set off landslides and damaged buildings in the northern Philippines, killing at least five people and injuring dozens.
In the capital Manila, hospital patients were evacuate… [+3510 chars]",5,"{'5': {'5': 0.7132696509361267, 'none': 0.05500144883990288, '5000': 0.027656463906168938, 'five': 0.02120494842529297, '4': 0.011528929695487022}}",50,"{'50': {'50': 0.12737691402435303, '40': 0.11240972578525543, 'none': 0.07314641028642654, '45': 0.04506419226527214, '30': 0.03678032383322716}}",Philippines,"{'Philipp': {'Philipp': 0.5451507568359375, 'Man': 0.09039485454559326, 'Northern': 0.04545339196920395, 'The': 0.042699508368968964, 'n': 0.025697018951177597}, 'ines': {'ines': 0.9910668730735779, 'ine': 0.006574227008968592, 'i': 0.0006715995841659606, 'in': 0.00033507344778627157, 'ina': 0.0003197293553967029}}"
57,2022-07-27T13:48:33Z,"Strong earthquake kills 5, injures dozens in northern PhilippinesMANILA, Philippines (AP) A strong earthquake set off landslides and damaged buildings in the northern Philippines on Wednesday, killing at least five people and injuring dozens. In the capital, hospi… [+3548 chars]",5,"{'5': {'5': 0.8089286088943481, 'none': 0.033388473093509674, 'five': 0.01947532221674919, ' 5': 0.012574213556945324, '4': 0.006224686745554209}}",50,"{'50': {'50': 0.15298084914684296, '40': 0.14038312435150146, 'none': 0.09877186268568039, '45': 0.053283415734767914, '30': 0.03898298367857933}}",Philippines,"{'Philipp': {'Philipp': 0.5012741088867188, 'Man': 0.06890840083360672, 'n': 0.0520147904753685, '\n': 0.05041446164250374, 'Northern': 0.038654107600450516}, 'ines': {'ines': 0.9929909706115723, 'ine': 0.005460807122290134, 'i': 0.0005159329739399254, 'in': 0.00014897661458235234, 'ina': 0.0001345891650998965}}"
58,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7695346474647522, 'none': 0.04110371321439743, 'five': 0.036558400839567184, 'at': 0.01713457889854908, '5000': 0.012438368983566761}}",-1,"{'none': {'none': 0.2815151810646057, '5000': 0.08065545558929443, '5': 0.05207507312297821, '4000': 0.042835783213377, '1000': 0.028092393651604652}}",Philippines,"{'Philipp': {'Philipp': 0.8038007616996765, 'The': 0.019503647461533546, 'Lu': 0.017346903681755066, 'Fil': 0.016552530229091644, 'PH': 0.01567162200808525}, 'ines': {'ines': 0.9940924048423767, 'ine': 0.005135643761605024, 'i': 0.0001784994383342564, 'in': 0.0001152479017036967, '…': 9.188363037537783e-05}}"
59,2022-07-27T17:35:14Z,Philippines earthquake kills four and injures dozens - The Washington PostThe Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,4,"{'4': {'4': 0.563388466835022, 'none': 0.0744800940155983, 'four': 0.06078888103365898, '40': 0.026350030675530434, '42': 0.01958167925477028}}",-1,"{'none': {'none': 0.13467973470687866, '50': 0.0993066132068634, '30': 0.0883251279592514, '40': 0.06719421595335007, '12': 0.051923662424087524}}",Philippines,"{'Philipp': {'Philipp': 0.609152615070343, 'The': 0.17452514171600342, '\n': 0.030565787106752396, 'Fil': 0.010158580727875233, 'the': 0.009617951698601246}, 'ines': {'ines': 0.995425283908844, 'ine': 0.004398638382554054, 'in': 3.106014264631085e-05, 'ina': 2.7625461370917037e-05, 'i': 2.636039789649658e-05}}"
