,time,text
328,2021-10-04T12:59:16.000Z,@CDTobal @CowboysNation Ravens and Atlanta for sure were the two I remember - again though he didn’t fire Wade at that point - Falcons was 07-08 winter and Ravens 08-09 - but by the time Jerry actually gave him the job full time for 2011 season - shine was off not good hire
329,2021-10-04T12:49:31.000Z,Facebook Niner Twitter is just as bad here. A buddy of mine putting all of the blame on the K.S and saying Lance will be a bust. For a patchwork OL and being thrown in the fire I thought he did well. We do have some tough decisions to make if this season continues this way. 🤔😒 https://t.co/JcYnrRo4Yi
330,2021-10-04T12:16:20.000Z,Torrential downpour!!! Probably the last of the season. @Hosalikar_KS #Pune
331,2021-10-04T11:05:46.000Z,"@adamhousley Taking care of children is something Americans are proud of,we do not hold a child responsible in this horrific border humanitarian crisis.Secrecy is for criminals to further endanger these vulnerable children,many are victims of human traffickers."
332,2021-10-04T11:05:12.000Z,"I heard that people in the Middle East are being hit by a hurricane, and I hope everything is safe! #Hurricane  #tornado  #rainstorm #flood https://t.co/h72u2drb6i"
333,2021-10-04T08:35:14.000Z,@James_Fielden @Jamie_FD All that said I’m not sure the recruitment was right. King’s had one good scoring PL season. Dennis was atrocious in the BL. Fletcher? Hmm. Kucka has fallen away. CB needed strengthening. Little midfield creativity. It’s all v worrying! Not too sure Ranieri is the answer either.
334,2021-10-04T07:05:39.000Z,Most of our lives we insist on making God listen to us and do not try to hear His voice We pray to Him all the time for this and that We want Him to listen to us but we have no time or inclination to listen to Him and that is the tragedy of the whole human life
335,2021-10-04T06:25:45.000Z,"Note to self…when you are almost 10,000 feet above sea level put that damn sunscreen on everywhere! I pray for no temperature checks because this forehead is on fire 🤣😂. Damn you Hawaii!! https://t.co/MTNTeq1gBg"
336,2021-10-04T04:12:35.000Z,"EERS - L ( another dumpster fire season in the books) \n\nSteelers - L (1-3, don’t know if we’re about to witness a 5 win season or what)\n\nFantasy squad - L ( mushed by 40)\n\nEvery sports bet - L \n\nBrady - another story book ending\n\nTruly some disgusting stuff folks."
337,2021-10-04T02:50:06.000Z,ALL refugees and asylum-seekers have the right to seek safety. We need bold leadership from Congress to pass emergency funding for refugee resettlement and to call on @potus to admit at least 200k refugees and halt deportations to #Haiti.\n\n@potus\n@secmayorkas\n@dhsgov
338,2021-10-04T02:43:59.000Z,"@HeatherL114 @VictoriaTheTech This time of year is hot at Disneyland. That is also why it is fire season. If you are already complaining now, you won’t enjoy the magic of Disney."
339,2021-10-04T02:14:17.000Z,"@SDPNLCS2022 @LaDodgersTalk You stated that those games were thrown is very smug, you know damn well they tried to win but at that point in the season the wheels had already fallen off."
340,2021-10-04T01:46:25.000Z,@brianmakeswords @ChrisStarkey517 @veverkap @CLEVELAND_WINS @bakermayfield Exactly. Y’all can cut it with that completion rate. A person can throw 5 passes and all of them get caught. Doesn’t necessarily mean the Qb was great. He hasn’t looked sharp or on point or lighting the world on fire. It’s still early in the season but he has to be better.
341,2021-10-04T01:44:06.000Z,"I want to pray with that soul that knew God before and have fallen in sin of drunkenness, adultery, fonication , liars, envy, jealous Christ is calling you back he says have not seen the work complete in you wake up strengthen what is lagging before he shall come (Revaletion3:)"
342,2021-10-04T01:39:45.000Z,"Amazing day at @progressivemartialartstc very blessed to have the opportunity to teach,  share my love for #BJJ , the donations,  love &amp; support from our #martialarts community #Hurricane #Ida #progressivemartialarts #Blacklistbjj #Houma #LouisianaStrong https://t.co/RD5eNYoHdl"
343,2021-10-04T01:14:56.000Z,@Jason_GoTech @ksugiuraajc @_Pinholster There was one play that was Sims fault but one of them has to do with the O-line arrangement all thanks to our OC. Jeff Sims is a young QB but has promise this season and the next two seasons but coaching has been a problem if Geoff Collins doesn’t fire Dave Patenaude.
344,2021-10-04T00:50:54.000Z,"@CoachRyanLarsen Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
345,2021-10-04T00:40:44.000Z,Oh my Lord I have found Hell on Earth and it’s a last of the day flight to Ohio filled with Cleveland Browns fans who won earlier today. Please pray for my well-being amidst this tragedy.
346,2021-10-04T00:36:45.000Z,"@Dan_Dickerson @tigers When not at Comerica, we listened to games sitting w/neighbors in the driveway or out back by the fire. Mark's mom listened to just about every game this season - thanks for the shout-out from Target Field - meant so much to her.\nLooking forward to next year!! \n💙🐯⚾👏"
347,2021-10-04T00:19:43.000Z,Still waiting for season two! Now THAT was Fire! https://t.co/7k30mhnfgn
348,2021-10-03T23:42:03.000Z,"Rare sportsball weigh-in:\n\nTime for Pittsburgh to sit Ben. Just egregious overthrown would be-touchdowns, lack of overall mobility, and terrible reads. I say this as someone who incorrectly thought the situation could have been fixed following last season’s collapse."
349,2021-10-03T23:34:10.000Z,"@ABFootball Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
350,2021-10-03T23:33:59.000Z,"@Br0ckMcCullough Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
351,2021-10-03T23:33:39.000Z,@TitansMan97 I can't stand the ones that change their name to fire this coach or player. Yes we played bad today plus injuries. It's a 17 game season we won't win them all.
352,2021-10-03T23:32:49.000Z,"@VUU_Football Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
353,2021-10-03T23:32:39.000Z,"@BowieState Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
354,2021-10-03T23:32:08.000Z,"@GracelandFB Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
355,2021-10-03T23:31:50.000Z,"@tdhald Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
356,2021-10-03T23:31:32.000Z,"@CitadelFootball Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
357,2021-10-03T23:31:21.000Z,"@CoachMooreVMI Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
358,2021-10-03T23:30:53.000Z,"@Coach_Colaprete Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
359,2021-10-03T23:30:35.000Z,"@Morehouse Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
360,2021-10-03T23:30:12.000Z,"@ElonFootball Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
361,2021-10-03T23:29:58.000Z,"@UBCommunity Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
362,2021-10-03T23:29:41.000Z,"@SHU__Football Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
363,2021-10-03T23:29:02.000Z,"@UVWiseFootball Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
364,2021-10-03T23:28:51.000Z,"@SURamsFootball Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
365,2021-10-03T23:28:43.000Z,"@HoyasFB Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
366,2021-10-03T23:28:22.000Z,"@CoachDunford8 Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
367,2021-10-03T23:25:39.000Z,"Trey Lance should remain the starter the rest of the season. The team is not making the playoffs and will be lucky to win another game this season. Trade Garoppolo for whatever they can get, fire Shanahan and Lynch at the end of the season and rebuild around Lance @49ers #49ers"
368,2021-10-03T23:09:11.000Z,Missed the Red Sox rally' fun finish due to emergency birthday party! 7-5 win to end the regular season suits us just fine. #RedSox
369,2021-10-03T23:05:01.000Z,@soju_warrior Especially after the season end collapse last year...
370,2021-10-03T22:59:14.000Z,"Hell of a sad way to end the WORSE SEASON IN NATIONALS HISTORY!!!  Losing 5 straight. From 42-40 in July to 65-97. 23 wins since RIZZO GAVE AWAY TURNER. Sad, Sad, Sad statement on a Franchise that has COMPLETELY FALLEN APART!!! TRADE RIZZO AND LERNERS!!! Pls!! https://t.co/9hL9DUgoW0"
371,2021-10-03T22:56:41.000Z,"@DOM_Frederic Dom, it’s been a Blast and Tragedy all in the same season…I’m glad we had each other to lean on, I’m Not Leaving. https://t.co/OPwvuDx8nf"
372,2021-10-03T22:41:37.000Z,Throw the season away.. pay Aaron Rodgers whatever he wants next year to play a year or 2 for us.. draft Spencer Rattler &amp; let him learn how to maximize that arm talent from Aaron &amp; burn Big Ben at the stake! @steelers
373,2021-10-03T22:38:02.000Z,@BlueJays Season over and Please FIRE Montoya as he is responsible for no playoffs!
374,2021-10-03T22:37:40.000Z,Chicago Fire is going to have to come better than this for season 10. 😒😒
375,2021-10-03T22:24:09.000Z,https://t.co/cbzJv0IniU #Hurricane #Sam has now produced 50.2 ACE - only the 8th Atlantic hurricane of satellite era (1966 onwards) to generate 50+ ACE.  Other 7 are:\nInez-1966\nAllen-1980\nLuis-1995\nIsabel-2003\nIvan-2004\nMatthew-2016\nIrma-2017\n\n#BREAKING\n#BreakingNews #rdguk
376,2021-10-03T22:22:03.000Z,"Fire Ants had a game cancelled with Denmark Tech this past week, still supposed to play them at home this season. According to the computer ratings, Fire Ants-Gamecocks would be more competitive than Fire Ants-DTC."
377,2021-10-03T22:07:22.000Z,"Ballgame over, and this one belongs to the Reds! That’s it for the 2021 season; winning season, but the Cardinals caught fire and the Reds went into a slump to fall out of it. #ATOBTTR"
378,2021-10-03T21:37:59.000Z,I just left the Inman Community Fire Department with our van route and the Riders and I got out and prayed with all the men and women in the loss of Chief Hodge. Continue to pray for the men and women everyday. They asked me to post for more prayers they could definitely use! https://t.co/HFGexunB7Z
379,2021-10-03T21:26:10.000Z,This is sad🥲‼️ I don’t know if there’s anything else necessary to say. The off season could be really bloody for Management &amp; Coaching Staff. I’ve never seen a MLB team collapse so totally in the 2nd half.\n\nSee you in Peoria in February. AJ better have a plan😡@nononsense88
380,2021-10-03T21:22:38.000Z,#BreakingNews #BREAKING  #NYGiants  and #NYJets each WIN their 1st game's of the season. A great Sunday for #football . #NFL #USA
381,2021-10-03T21:16:10.000Z,@yasmineimani It’s so hot. Fire season is here and it feels like july. #ClimateCrisis
382,2021-10-03T21:07:31.000Z,Love having my @sportsnet app constantly freeze and crash and now I can’t access anything. What a bunch of second rate tech people. During the most important day of @bluejays baseball this season?  Pathetic
383,2021-10-03T21:07:03.000Z,All these weather/spiritual analogies - if it’s not a spiritual hurricane then it’s a spiritual blizzard or tornado or earthquake or tsunami - these analogies are trite
384,2021-10-03T20:43:03.000Z,If the Yankees don’t play with a fire under their ass after that play by Gio then they don’t deserve to play another game this season
385,2021-10-03T20:29:01.000Z,Are we sure Malik Monk won’t get any burn this season orrrrrr
386,2021-10-03T20:24:11.000Z,"AS Roma, Napoli and AC Milan are on fire this season. #SerieA"
387,2021-10-03T20:08:22.000Z,At the emergency vet. My dog looks to have a broken jaw and an infection. Please pray for me. If anybody can help me out with the bill my cashapp is $donkeypuncher hope everybody's Sunday is better than mine
388,2021-10-03T19:39:45.000Z,Fire everyone week four of the season morons!!! #jets what a throw
389,2021-10-03T19:28:52.000Z,First wood fire of the season--at least it's October! https://t.co/jDGTflTRBZ
390,2021-10-03T19:27:05.000Z,I was absolutely emotionally destroyed by the @Nationals this season. Have not watched or even read one thing about baseball since they traded our team away - and now the @WashingtonNFL is killing me (with help from the refs) #WashingtonFootball
391,2021-10-03T19:14:21.000Z,"@SyKwx Not me, bc their next person could be smart and cause issues. Keep nagy so they can win a few games here and there then fire him at the end of the season"
392,2021-10-03T18:32:33.000Z,"#Jets go into half with some momentum, 30 more minutes to see if they’ll get their first lead of the season or it all might collapse"
393,2021-10-03T17:53:55.000Z,"@AkiHaru_8 Yes, although it’s not Ecchi or harem, it does have a slight hint of romance in it. It’s pretty tragic at times, but overall there’s good plot and story to it. Good enough to deserve a second season."
394,2021-10-03T17:53:09.000Z,"Wyatt (14) said during one of the talks that if he didn’t have basketball he couldn’t imagine being truly happy &amp; it worried him bc if he lost that, he would feel destroyed, so he needs to pray about balance.  I love how introspective he becomes during GC. #GeneralConference"
395,2021-10-03T17:49:12.000Z,"@SkyNews There’s been an accident on M1, I pray no live’s lost. Fire trucks, ambulance, recovery vehicles dashing to scene 😟 Anyone else in this traffic?"
396,2021-10-03T17:33:07.000Z,Dawson Knox is on FIRE this season
397,2021-10-03T17:27:31.000Z,"I know it’s football season, but I’ve fallen in love with the Seattle Mariners"
398,2021-10-03T17:27:18.000Z,This season is going to be fire #EPL #YNWA
399,2021-10-03T17:18:20.000Z,@TSub08ASU It's complete silliness. And we're into the part of the season where SEC teams beating each other will elevate the winners without penalizing the losers. Who has Pitt beaten? And Coastal? Pfft.
400,2021-10-03T17:07:45.000Z,Happy end of the Carolina coastal season to all who celebrate. https://t.co/GgjjJ07D74
401,2021-10-03T16:49:10.000Z,Check out @justin_wooten2 kid has been on fire this season https://t.co/EctW0sJafg
402,2021-10-03T16:42:24.000Z,"@tdhald Kyle Beer, 6’1” WT210,, DE/LB, GPA3.3, Class 2022; \n\n2022 mid-season https://t.co/SvhqiT15tr\n💯Fire every play\n\n2021 season 6 games https://t.co/FdtMRT9UDd\n\n2020 https://t.co/bRgj1Zo5YC 703-943-8578 @KyleBeer5"
403,2021-10-03T16:22:40.000Z,Man city look on fire dominated arsenal dominated chelsea and now dominating Liverpool a serious contender for the title this season
404,2021-10-03T16:20:44.000Z,"@DatComplexDude I am. We have a bad season, finally fire this moron, hire a good coach and we have a chance to be good for a long time. That is the big picture. Or we could do the same thing as the last six years and continue to be a .500 team."
405,2021-10-03T16:14:01.000Z,@thomaskaine5 You tell me. Here's some experimental ideas:\nPray or hope for the following:\nFood for your family.\nCar repairs.\nHelp with medical emergency/trauma.\nHouse or rent payment.\nClean water.\nElectricity.\nDid hope and/or prayer provide?\nLet me know!
406,2021-10-03T16:13:45.000Z,"Thirty four years later, the Jays collapse in the final week of the 1987 season still has some sting to it. https://t.co/TiifHkd4VS"
407,2021-10-03T16:10:20.000Z,"Humanitarian crisis.\nhttps://t.co/Gad5WAtzZn\nDREP is a trusted local organization currently on the ground, working to address these needs.  Please follow the link to find instructions for donating. Every penny counts. Thanking you in advance for your generosity."
408,2021-10-03T16:09:37.000Z,"Hollywood ran out of good, original ideas. So this show made a new season about the ongoing crisis of Americans left behind in Afghanistan https://t.co/677OvKMG2U"
409,2021-10-03T16:03:46.000Z,@Eck43 is one of the best play by play guys in baseball on top of being a sartorial wunderkind.\n\nIt’s a tragedy we won’t get nearly enough of his magic in the post season https://t.co/slqm3g8RuT
410,2021-10-03T15:24:49.000Z,"@LeonJohanssonn @Thinkaz1 @442oons Won 8 and drew 2 at the end of the season with no centre backs too. We collapsed when we had no cbs, CMS and attackers. Even with no cbs we were the best team in the league"
411,2021-10-03T15:16:52.000Z,"Tough shift for @ThistleWFC today. Ultimately the fitness and quality of full-time professional opposition took its toll. Especially so soon after a game against similar opposition on Thus. There will be many, many better days this season for this group of hard working players."
412,2021-10-03T14:57:59.000Z,"A friend sent me this, very telling.\n\nSo the:\n\n-Kentucky Wildcats\n-Cincinnati Bearcats\n-Cincinnati Bengals \n\nAre a combined 13-1 on the season?\n\n😅😅😅\n\nWe’ve all fallen down a whimsical rabbit hole… maybe this is life on the backend of Covid? Lol"
413,2021-10-03T14:32:35.000Z,"@averytweeting @NDmom Yea big time, car crash happened after the season, the schools integrated couple years before that season, they whooped the championship game in a blowout. Goes on n on.. gotta read about friday night lights now cause im bankin ur right there too."
414,2021-10-03T14:26:50.000Z,"This is like a hurricane, tornado and, earthquake that just never stops. A disaster that just keeps rolling going with no end in sight. https://t.co/ReBg7w4vPt"
415,2021-10-03T14:04:28.000Z,"😤 @FloridaGators. Sigh. Caught the last quarter of that dumpster fire. Hard to be all rainbows &amp; unicorns about your Top 10, potential-packed team when they experience a CFP-crushing loss to an unranked team so early in the season. Well, we can always beat FSU and Vandy. I hope."
416,2021-10-03T13:37:48.000Z,Ask @BoxerHopewell anything....\n\nGet your questions in GOOOO!\n\n#question #Hurricane #sundayvibes https://t.co/NtHgPVXBGU
417,2021-10-03T13:36:21.000Z,Ask @BoxerHopewell anything....\n\nGet your questions in GOOOO!\n\n#question #Hurricane https://t.co/NtHgPVXBGU
418,2021-10-03T12:43:14.000Z,"@sweat1010 No crap it’s on him, but they ain’t gonna fire Mullen because there is no sure thing Coach available. So unless he upgrades his assistants we will still have to pray the transfer portal provides. Wait til next year. We will lose our best running backs, our Dline will be gutted https://t.co/ADfyE54niX"
419,2021-10-03T12:21:07.000Z,"@Barmy2Toon Abit hard when we’re both season ticket holders mate, my point is how far we’ve fallen as a club when the young fanbase would rather see other teams players"
420,2021-10-03T11:39:24.000Z,"@jezia13 @SeifuAbera1 He is speaking out of pain, so many Tigray people died and the region has been destroyed . Have sympathy. And pray for peace and unity."
421,2021-10-03T10:50:20.000Z,"@MOTweets1919 Last season, other than a centre back injury crisis, everything went well for us, indicating our current ceiling is about 7-9th. This season I always thought could be a better heavier so 12th was my pre season view."
422,2021-10-03T10:40:41.000Z,@SomersetAth1 @matthewsoto30 I’ll be watching this season from the UK! You better light those rims on fire kid!!! #KeepGrinding
423,2021-10-03T10:06:41.000Z,"#ETH gov is responsible for the humanitarian crisis in #Tigray. “This is man-made, this can be remedied by the act of govt"" @UNReliefChief #AirDropFoodToTigray\n#TigrayCantWait @KenyaMissionUN @VietNam_UN @USAmbUN @eu_echo @UNHumanRightsEU @JosepBorrellF https://t.co/G689RQ7K7W"
424,2021-10-03T10:01:26.000Z,Humanitarian Crisis in #Ethiopia has one cause. It is #TPLFTerroristGroup that started the war! Disarm and disband this terrorist organization to help humanity! #TPLFSURRENDERNOW #NoNegotiationWithTplf #EthiopiaFightsTerrorism #Justice4Ethiopia #DisarmTPLF #UnityForEthiopia
425,2021-10-03T09:51:58.000Z,@cushionmaker I love the beautiful pink explosion of flowers this late in the season. Perfect autumn bulb! 💗💗 they’re gorgeous x
426,2021-10-03T09:41:10.000Z,"Rainy season onboard for #TamilNadu - Rains over #Kovilpatti, S/SW of #Thanjavur, #Ariyalur, #Thuraiyur, To #Karur, #Harur to #Manalurpettai, #Polur #Gingee #Vandavasi #Uthiramerur - More rain #thunderstorm forecast ahead till Wednesday. \n#WeatherUpdate #weather #Weathercloud https://t.co/welY4vcpa7"
427,2021-10-03T09:08:49.000Z,This is a brutal spectacle … it is a national tragedy that the football season ever had to end really  #NRLGF
428,2021-10-03T08:54:46.000Z,"@BBCMOTD @BBCSport @alanshearer Not sure what Danny Murphy doesn’t get,it’s not bad it’s tragic!If you’re  into your 3rd season as manager,still haven’t implemented a system that works &amp; can’t get your tactics right that suggests you’re not up to the job! Also has worst win % of any premier league manager,EVER!"
429,2021-10-03T08:33:28.000Z,"@AvVleuten Sorry to hear about your crash. That is such a downer. Wishing you a healthy recovery and hope you can stay positive and motivated for next season. Sending you positive vibes, and I look forward to seeing you back racing after your rehabilitation."
430,2021-10-03T07:35:08.000Z,Weekend #photoshoot \nCultural dress \nMy different look 🤭🥰\n#Toronto #TorontoFilm  \n#Sunny day🌞☀☀️⛅\n#Beautiful fall season #weather \n#Art #gallery \n#Canada 🎬  C•A•N•A•D•A https://t.co/sOenzne7NE
431,2021-10-03T04:48:24.000Z,"@Steve_DaG You want to fire everyone 😂😂 I still don’t count last year for anyone but Bama. Lost season for everyone else. He is only two years removed from a Natty. I think it’s inevitable, but I think you have to give him at least this year and next to turn it around"
432,2021-10-03T04:33:32.000Z,@PiyushGoyal 🙏 Sir. Pray tell us how have you converted the Covid crisis into an opportunity.  When the administration could not even effectively tackle the pandemic. #iwonder  Aspiring to be a $5trillion economy...why not $10trillion. Keep aspiring without tangible results
433,2021-10-03T04:32:37.000Z,Two headlines wrapping up Government propaganda #Hurricane #Ida @JohnBelEdwards https://t.co/RIR5xM9x1M
434,2021-10-03T04:29:41.000Z,@jonrosenberg Which comes to my concern. If the entire season is just the first crisis. Then… Well… this is gonna be the slowest of burns.
435,2021-10-03T04:18:26.000Z,"@AaronJFentress Wow, my guy AF went back in the vaults. I never said they weren’t going to lose this season. This is a young squad with no QB. I was just setting you straight is all🤣. I bet you have notifications turned on for my fire tweets don’t you?#BigJohnOnTheBrain #NEPSmackTalk"
436,2021-10-03T04:15:10.000Z,"@XaviQ82 I’ll wait for confirmation. Either way, the amount of prosthetics was ridiculous and a tragic way to start the season. Moffat was much, much better."
437,2021-10-03T04:10:42.000Z,@kpondiscio @BWalkerSEC @KayceSmith  Pitt has scored 262 points this season and is on top of the ACC Coastal.   Time to give them some attention on the show https://t.co/STUbdR2tGo
438,2021-10-03T03:51:01.000Z,Me watching an NFL franchise not named the Cleveland Browns absolutely burn to the f-ing ground four weeks into the season. Also I really hope Urban talked to his dr to make sure his heart was healthy enough for whatever he was about to do 😉 haha #UrbanMeyer #Jaguars @Reflog_18 https://t.co/gFYBmJlkUb
439,2021-10-03T03:50:50.000Z,@realFRG Anyone who claims they predicted Julio would win 20 this year is lying. After what we saw in the playoffs last year it was hard not to imagine and want him continue to be fire coming out of the bullpen this season.
440,2021-10-03T03:02:58.000Z,"Just watched Maple Leaf “All or Nothing” I really enjoy these series that give you behind the scenes coverage &amp; as good as it was, it was tough to relive that collapse to MTL so in-depth. Bring on 2021 season"
441,2021-10-03T02:37:49.000Z,"@womensmarch @morganstjean It takes two. Both touch the fire of desire, be true. We play and murder, when false. Together they fall or soar eternally. The Angels weep, I pray, for joy. In God We Trust. Measure for Measure"
442,2021-10-03T02:03:41.000Z,Here’s last night’s amazing storm sunset to welcome us to Bermuda and our geocaching adventure vacation with @LANMonkeyGC \nThis country is gorgeous! @BTAInsights  @GoGeocaching @Airbnb \n🌅👍🇧🇲💕🏖\n#geocachingadventures #adventuretravel #sunset #Hurricane #geocaching #getoutside https://t.co/S9gRbfYuQp
443,2021-10-03T01:35:30.000Z,"The ACC Coastal Division is Pitt’s to lose. \n\nPitt, with Kenny Pickett, Jordan Addison, &amp; that offense are a monster to defend, especially with the run game awakening. \n\nIf Pitt can tighten up that secondary this could be one helluva season that fans have waited decades for. #H2P"
444,2021-10-03T01:34:27.000Z,"In a season of disappointing losses for @fccincinnati , this one seems to be somehow worse. Never saw any fire, never looked to be in control. The only upside was that the broadcast actually worked - I almost wish it hadn’t."
445,2021-10-03T01:16:11.000Z,@ClintStoerner @RealRonTheShow @tmilrealdeal  Yanked one out short of qualifying for a win - what BS. A six year old boy with ADHD drinkin a Starbucks Nitro Cold Brew has longer leash than what Dusty’s given him this season. And then replace him with “gas can” fire starter Maton? https://t.co/X3r7NiAjtl
446,2021-10-03T00:48:31.000Z,Its spooky season! I want to share while reminiscing on the days when spinning fire\nat Vancouver Playland’s Fright Nights for Halloween season was a part of my spooky season routine. https://t.co/CUixcnWe37
447,2021-10-03T00:35:30.000Z,@AliciaSmith987 I start to tear up when I  hear about him.\nI tremble at the thought of what he endured. \nI pray Mr. Jamil  .... spirit knows he's free. \nWhat was done to him is beyond your most terrifying dream. You got to wake up.\nHe didn't.
448,2021-10-03T00:34:06.000Z,"checking in, i’m really not okay. this is amazing, the huskers look fire, and I pray they don’t break my heart. \n\nAMEN."
449,2021-10-03T00:28:01.000Z,Ted has been wrong all season about the Twins and Sox and this is now his big burn. https://t.co/C24bhsyThM
450,2021-10-03T00:19:19.000Z,@jamesfahey15 @gardenngather @deirdrenugent4 @Failte_Ireland @DiscoverIreland Just wait a bit before going to New Orleans..they have a big cleanup from the last hurricane.
451,2021-10-03T00:01:13.000Z,"Playing with fire finally burned the Ducks. When you play like shit for an entire half, you allow things like horrible officiating to sway the outcome of a game. \n\nOne thing is certain: the offense has been completely one dimensional most the season. It is Ty Thompson time."
452,2021-10-02T23:27:09.000Z,@TalkinYanks I mean if the Yankees are gonna stumble like a drunk baby to the end of the season… bring on the dumpster fire 4 way tie.
453,2021-10-02T23:10:22.000Z,"Watched “Carlos Almaraz, Playing with Fire” at the 8th Highland Park Independent Film Festival, and it blew me away. Chicano artist w/ roots in our community, just beautiful. Congrats to founders &amp; Juan Escobedo for receiving Humanitarian Award! 🎞 More ➡️ https://t.co/k5lDMxgfIT https://t.co/SRXyVsybsY"
