,time,text,deaths,death_score,injuries,injury_score,city,city_score,country,country_score,earthquake,earthquake_score,tweet_loc
23,2021-08-18T01:50:44.000Z,"The death toll in Haiti’s devastating earthquake surged to nearly 2,000 as the search for survivors was hampered by heavy rains brought by Tropical Storm Grace https://t.co/2cYzLuDlj8 #PrayForHaiti #HaitiRelief #haitiearthquake #prayerispowerful #TropicalStormGrace",2000,"{'2': {'2': 0.21843700110912323, 'none': 0.21505045890808105, '2000': 0.09105808287858963, '26': 0.013324741274118423, '4000': 0.01251743733882904}, ',': {',': 0.693960964679718, '|': 0.11152967810630798, 'k': 0.016970528289675713, '180': 0.008206411264836788, 'K': 0.008016310632228851}, '000': {'000': 0.7582746148109436, '001': 0.014784002676606178, '100': 0.011072706431150436, '0': 0.009108158759772778, '002': 0.006458652205765247}}",4000,"{'4': {'4': 0.1176338642835617, 'none': 0.10140672326087952, '4000': 0.07897564023733139, '5000': 0.03587630018591881, '40': 0.029511040076613426}, ',': {',': 0.47679275274276733, '0000': 0.45495885610580444, '|': 0.03508266061544418, '000000': 0.009895517490804195, '200': 0.005908884108066559}, '000': {'000': 0.9214735627174377, '500': 0.015487552620470524, '0000': 0.0065068090334534645, '200': 0.004686678294092417, '00': 0.004300737753510475}}",Haiti,"{'H': {'H': 0.3524758219718933, 'none': 0.32093289494514465, 'Port': 0.25787681341171265, 'Ha': 0.0070903305895626545, 'P': 0.006455820053815842}, 'ait': {'ait': 0.9918991327285767, 'av': 0.0038680341094732285, 'ai': 0.0004583757254295051, 'ain': 0.0003053440304938704, 'oa': 0.00010972768359351903}, 'i': {'i': 0.9977937936782837, 'ian': 0.0006656752084381878, 'í': 0.0003295331262052059, 'ï': 0.0001606016157893464, 'is': 0.00015935179544612765}}",Haiti,-1,yes,-1,"[-0.254563, 51.463873, -0.177653, 51.532901]"
24,2021-08-17T21:19:55.000Z,"The Haiti earthquake death toll is now over 1900 people. And the conditions that occur after such an enormous natural disaster are also perfect for an intensified spread of communicable diseases, including COVID-19. The need for humanitarian and medical aid cannot be overstated.",1900,"{'1900': {'1900': 0.5639838576316833, '19': 0.1590789556503296, 'none': 0.06841900944709778, '18': 0.024779722094535828, 'yes': 0.024586884304881096}}",4000,"{'4000': {'4000': 0.2132624387741089, 'none': 0.12537051737308502, '4': 0.12537051737308502, '5000': 0.03944958373904228, '400': 0.031207187101244926}}",Haiti,"{'H': {'H': 0.5717675089836121, 'none': 0.2204360067844391, 'Port': 0.1217363178730011, 'Ha': 0.0074259634129703045, 'New': 0.0038525392301380634}, 'ait': {'ait': 0.9920293092727661, 'av': 0.0028302855789661407, 'ai': 0.000661829486489296, 'ain': 0.00043403837480582297, 'ond': 0.00020502520783338696}, 'i': {'i': 0.9976422190666199, 'ian': 0.0004907635739073157, 'í': 0.0003792327188421041, 'ï': 0.00029076781356707215, 'is': 0.000166973884915933}}",Haiti,-1,yes,-1,"[-74.026675, 40.683935, -73.910408, 40.877483]"
25,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,"{'1': {'1': 0.3315814137458801, '14': 0.08582504838705063, 'none': 0.08189482986927032, '15': 0.050849657505750656, '13': 0.03662563115358353}, ',': {',': 0.846865713596344, '|': 0.12011110037565231, '.': 0.014571129344403744, '000000': 0.003543020458891988, '+': 0.0013136272318661213}, '400': {'400': 0.9208624958992004, '300': 0.005738430190831423, '500': 0.0052658794447779655, '399': 0.0038525997661054134, '4': 0.00326965912245214}}",6900,"{'6': {'6': 0.7841068506240845, '6000': 0.09814248979091644, '65': 0.008778959512710571, '7': 0.0074506052769720554, '69': 0.006783853285014629}, ',': {',': 0.981741726398468, '0000': 0.009183911606669426, '.': 0.0009022539597935975, '200': 0.0008542368886992335, '100': 0.0005221845931373537}, '900': {'900': 0.9614593386650085, '9': 0.016803333535790443, '000': 0.0025768745690584183, '930': 0.001743600587360561, '920': 0.0016125669935718179}}",Haiti,"{'H': {'H': 0.394712895154953, 'none': 0.30263686180114746, 'Port': 0.26293548941612244, 'P': 0.00363517994992435, 'Ha': 0.0029209491331130266}, 'ait': {'ait': 0.9962688684463501, 'av': 0.0009520785533823073, 'ai': 0.00016035618318710476, 'ond': 0.00015421303396578878, 'ut': 0.00010034833394456655}, 'i': {'i': 0.998103141784668, 'ian': 0.0005434767226688564, 'í': 0.0002775807515718043, 'ï': 0.00018782053666654974, 'ip': 0.0001037243491737172}}",Haiti,-1,yes,-1,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
26,2021-08-16T22:15:43.000Z,"The death toll #Haiti #haitiearthquake is over 1,400!!!",1400,"{'14': {'14': 0.31540367007255554, '1': 0.18833613395690918, '13': 0.09178769588470459, 'none': 0.05699228122830391, 'over': 0.03324330225586891}, '00': {'00': 0.7879934310913086, '40': 0.07103976607322693, '04': 0.03355681151151657, '01': 0.006979150697588921, '400': 0.006607728078961372}}",4000,"{'4000': {'4000': 0.07311130315065384, '5000': 0.05828941613435745, 'none': 0.05562014877796173, '4': 0.04069256782531738, '100': 0.03193996474146843}}",Port au Prince,"{'Port': {'Port': 0.35582250356674194, 'H': 0.3395282030105591, 'none': 0.23702889680862427, 'P': 0.00424076896160841, 'Ha': 0.004175021778792143}, ' au': {' au': 0.4948725998401642, '-': 0.45058661699295044, ' Au': 0.023880215361714363, 'au': 0.003577316179871559, '_': 0.002556592458859086}, ' Prince': {' Prince': 0.8971462249755859, ' Pa': 0.020132672041654587, ' prince': 0.014054869301617146, ' Pr': 0.012897472828626633, 'Prince': 0.006796490866690874}}",Haiti,-1,yes,-1,"[-77.064086, 38.979735, -76.97162, 39.036964]"
27,2021-08-16T17:29:38.000Z,"@NJGuy4Biden @GOP Or close to home humanitarian news-Death toll of powerful earthquake in Haiti soars to 1,297-",1297,"{'1': {'1': 0.31922781467437744, 'none': 0.13101083040237427, '13': 0.07291851192712784, '12': 0.057234399020671844, '14': 0.04457418993115425}, ',': {',': 0.6655755043029785, '|': 0.2410554736852646, '.': 0.048592276871204376, '297': 0.013921919278800488, '_': 0.004346635192632675}, '297': {'297': 0.9395188689231873, '300': 0.014604145660996437, '296': 0.014044669456779957, '295': 0.00372146675363183, '298': 0.003578899661079049}}",-1,"{'none': {'none': 0.25800108909606934, '1': 0.04178975895047188, '0': 0.02762134186923504, '4': 0.026981495320796967, '400': 0.025149518623948097}}",Haiti,"{'H': {'H': 0.495592325925827, 'none': 0.22689871490001678, 'Port': 0.19713301956653595, 'Ha': 0.008073330856859684, 'P': 0.004458516836166382}, 'ait': {'ait': 0.993131697177887, 'av': 0.003695490537211299, 'ond': 0.0003229083667974919, 'ai': 0.00010565521370153874, 'ato': 9.545152715872973e-05}, 'i': {'i': 0.997468113899231, 'í': 0.001014702138490975, 'ian': 0.00047931139124557376, 'is': 0.00016825411876197904, 'ï': 0.0001656455860938877}}",Haiti,-1,yes,-1,"[-97.233811, 32.586565, -97.037464, 32.817135]"
28,2021-08-16T10:32:27.000Z,"the fall of #Afghanistan  is huge news but another long suffering country has had a disastrous event too. #Haiti\nBBC News - Haiti earthquake: Rescuers search for survivors as death toll climbs to 1,297\nhttps://t.co/smlc2b3wta",1297,"{'1': {'1': 0.47438931465148926, 'none': 0.08052685856819153, '14': 0.029856521636247635, '12': 0.028712738305330276, '13': 0.027829337865114212}, ',': {',': 0.7897632122039795, '|': 0.13940148055553436, '.': 0.025189336389303207, '297': 0.01871912181377411, '000000': 0.004144296981394291}, '297': {'297': 0.9611451625823975, '296': 0.008186615072190762, '300': 0.00787299033254385, '298': 0.00318097579292953, '295': 0.002291170647367835}}",-1,"{'none': {'none': 0.18334953486919403, '1': 0.07643145322799683, '3': 0.027466220781207085, '4': 0.026004495099186897, '4000': 0.025008277967572212}}",Haiti,"{'H': {'H': 0.7231338024139404, 'none': 0.15157707035541534, 'Port': 0.06318672746419907, 'New': 0.004834519233554602, 'all': 0.0028868236113339663}, 'ait': {'ait': 0.9961965084075928, 'av': 0.0015943156322464347, 'ai': 0.00015909670037217438, 'ond': 0.00013930974819231778, 'ain': 7.875858864281327e-05}, 'i': {'i': 0.9976988434791565, 'ian': 0.0006252844468690455, 'í': 0.00036188692320138216, 'ï': 0.00011840894148917869, 'ip': 0.00011210733646294102}}",Haiti,-1,yes,-1,"[-9.3668222, 52.2799713, -8.1558156, 52.7568583]"
29,2021-08-16T08:50:09.000Z,While there is too much focus on #Afghanistan today another major global news is the #Haiti earthquake killing around 1300 people. A major tragedy for the #carribbean nation.,1300,"{'13': {'13': 0.6600679159164429, 'none': 0.09658927470445633, '12': 0.06638477742671967, '1': 0.01872468739748001, 'yes': 0.01481244619935751}, '00': {'00': 0.9784318804740906, '000': 0.004495777655392885, '01': 0.002857689978554845, '|': 0.0016410333337262273, '13': 0.0015296114142984152}}",-1,"{'none': {'none': 0.13012133538722992, '4000': 0.10620193928480148, '5000': 0.05055970326066017, '4': 0.0442715547978878, '13': 0.033417921513319016}}",Haiti,"{'H': {'H': 0.5589414834976196, 'none': 0.20886118710041046, 'Port': 0.16266123950481415, 'Car': 0.004989295732229948, 'P': 0.003916142974048853}, 'ait': {'ait': 0.9980362057685852, 'av': 0.0006977911689318717, 'ain': 0.00011661260214168578, 'ai': 8.269071986433119e-05, 'ond': 7.128385186661035e-05}, 'i': {'i': 0.9966223239898682, 'ian': 0.0012816161615774035, 'í': 0.0006344459834508598, 'ï': 0.0003291462198831141, 'ip': 0.0001506941334810108}}",Haiti,-1,yes,-1,"[77.302126, 28.443981, 77.695326, 28.647131]"
30,2021-08-16T05:48:15.000Z,Complete panic and chaos right now at kabul Airport. Two people shot dead and many injured at airport. It is heart breaking to see humanitarian crisis unfolding.\nVideo @SultanFaizy https://t.co/aLEQlEJBWh,2,"{'2': {'2': 0.3914170265197754, 'none': 0.27325311303138733, 'two': 0.025416500866413116, '1': 0.023506419733166695, 'yes': 0.020106106996536255}}",-1,"{'many': {'many': 0.11730574816465378, 'none': 0.09878134727478027, '5000': 0.048519767820835114, '4000': 0.043833956122398376, '400': 0.041826654225587845}}",Kabul,"{'K': {'K': 0.6366727948188782, 'k': 0.16608603298664093, 'none': 0.05226128548383713, 'Ab': 0.023190805688500404, 'Af': 0.019528616219758987}, 'abul': {'abul': 0.998043417930603, 'AB': 0.0005520022241398692, 'ab': 0.00028193515026941895, 'and': 0.00016064180817920715, 'hal': 9.224882523994893e-05}}",Afghanistan,-1,yes,-1,"[69.328873, 27.708226, 75.382124, 34.019989]"
31,2021-08-16T03:45:30.000Z,Over 1200 fatalities reported in #Haiti Earthquake https://t.co/gNfvhDc7sv,1200,"{'1200': {'1200': 0.5100691914558411, '12': 0.2646203935146332, 'none': 0.049720700830221176, 'over': 0.01901986449956894, '11': 0.0143569465726614}}",-1,"{'none': {'none': 0.10145877301692963, '4000': 0.09383402019739151, '12': 0.04983487352728844, '5000': 0.04718271270394325, '4': 0.03645997494459152}}",Haiti,"{'H': {'H': 0.7484163045883179, 'none': 0.15444442629814148, 'Port': 0.06143375486135483, 'all': 0.0015744356205686927, 'P': 0.0014113150537014008}, 'ait': {'ait': 0.9989413619041443, 'av': 0.00033510749926790595, 'ai': 0.00010061751527246088, 'ond': 5.6883985962485895e-05, 'ain': 2.7723041057470255e-05}, 'i': {'i': 0.9981487989425659, 'ian': 0.00047220237320289016, 'í': 0.0004167170845903456, 'ï': 0.00018782912229653448, 'is': 8.942007116274908e-05}}",Haiti,-1,yes,-1,"[-93.581326, 41.636771, -93.541837, 41.6733128]"
32,2021-08-16T03:34:06.000Z,Death toll rises to 1300 at #Haiti,1300,"{'13': {'13': 0.7572274804115295, '12': 0.07381328195333481, 'none': 0.04655345529317856, '1': 0.012335437349975109, '1200': 0.008611523546278477}, '00': {'00': 0.9934792518615723, '|': 0.0014590356731787324, '000': 0.0011723680654540658, '01': 0.0008918906096369028, '30': 0.00047739464207552373}}",-1,"{'none': {'none': 0.12998998165130615, '5000': 0.06903716176748276, '4000': 0.06639239192008972, '6000': 0.04598866403102875, '3000': 0.03338418900966644}}",Haiti,"{'H': {'H': 0.6325639486312866, 'none': 0.16501416265964508, 'Port': 0.16501416265964508, 'P': 0.0023722616024315357, 'Ha': 0.002143159741535783}, 'ait': {'ait': 0.9981144666671753, 'av': 0.0006454018875956535, 'ai': 0.00014288793317973614, 'ond': 0.00010053422738565132, 'ain': 6.291271711234003e-05}, 'i': {'i': 0.9979525804519653, 'ian': 0.00046479018055833876, 'í': 0.0003508420195430517, 'ï': 0.00023739159223623574, 'is': 0.00011569543130462989}}",Haiti,-1,yes,-1,"[-95.438435, 29.497739, -95.215364, 29.59803]"
33,2021-08-16T01:38:22.000Z,"Death toll of powerful #Haiti earthquake soars over 1,200",1200,"{'1': {'1': 0.18505936861038208, '12': 0.1633143126964569, '1200': 0.1534196138381958, 'none': 0.10140416771173477, '13': 0.06702405959367752}, ',': {',': 0.8940710425376892, '125': 0.023640770465135574, '.': 0.021864136680960655, '|': 0.017161358147859573, '120': 0.014338851906359196}, '200': {'200': 0.8415262699127197, '220': 0.01181762758642435, '201': 0.006681079510599375, '212': 0.005670159123837948, '210': 0.004415924660861492}}",-1,"{'none': {'none': 0.12962082028388977, '4000': 0.03251823037862778, '4': 0.03251823037862778, '100': 0.02473856508731842, '3': 0.023790845647454262}}",Haiti,"{'H': {'H': 0.4685458540916443, 'Port': 0.2469063252210617, 'none': 0.22835101187229156, 'P': 0.006085348315536976, ' Port': 0.002617275808006525}, 'ait': {'ait': 0.9966891407966614, 'av': 0.0012040477013215423, 'ond': 0.00027289011632092297, 'ai': 9.504796616965905e-05, 'ain': 7.402343180729076e-05}, 'i': {'i': 0.9972419738769531, 'ian': 0.000815151259303093, 'í': 0.0005263012717477977, 'ï': 0.00030939653515815735, 'is': 0.00015078781871125102}}",Haiti,-1,yes,-1,"[-80.498029, 25.726759, -80.383636, 25.7898358]"
34,2021-08-16T00:56:43.000Z,"Heartbreaking.  Already nearly 1300 casualties and countless hurt. Sadly, numbers will rise.  \n#Haiti #earthquake\nPhotos Show The Devastation Caused By Haiti Earthquake.\nhttps://t.co/t4kDzM1O0D",1300,"{'13': {'13': 0.4784546196460724, '12': 0.08249592781066895, 'none': 0.07056249678134918, '1': 0.019594499841332436, '14': 0.013052751310169697}, '00': {'00': 0.9009912610054016, '|': 0.014792503789067268, '01': 0.007209290750324726, '12': 0.0064623658545315266, '90': 0.006312665529549122}}",-1,"{'none': {'none': 0.0883316695690155, '4000': 0.06513169407844543, '4': 0.04582586884498596, '5000': 0.04205218330025673, '100': 0.0368221178650856}}",Haiti,"{'H': {'H': 0.6045483350753784, 'none': 0.20892632007598877, 'Port': 0.12091726809740067, 'Ha': 0.002799614332616329, 'New': 0.0025292406789958477}, 'ait': {'ait': 0.9954765439033508, 'av': 0.0016437357990071177, 'ai': 0.0002349597925785929, 'ond': 0.00021061657753307372, 'ain': 0.00011185762559762225}, 'i': {'i': 0.9983500242233276, 'ian': 0.0003509817470330745, 'í': 0.0003049382066819817, 'ï': 0.00015574719873256981, 'is': 0.00011941551929339767}}",Haiti,-1,yes,-1,"[-83.800262, 42.215087, -83.659681, 42.326592]"
35,2021-08-16T00:54:11.000Z,"This is appalling. I am so, so sorry to the people of #Haiti\nPlease, please can we send some help @BorisJohnson and @DominicRaab?? \nDeath toll from Haiti quake jumps to 724 as tropical storm looms https://t.co/Cf0r1Dbu6P via https://t.co/McTOn1C34H",724,"{'7': {'7': 0.3978292644023895, 'none': 0.3002972900867462, '24': 0.06545320153236389, '725': 0.008789192885160446, 'yes': 0.008585592731833458}, '24': {'24': 0.9948205947875977, '23': 0.0016816071001812816, '22': 0.0004455815360415727, '21': 0.00043187240953557193, '26': 0.00028994542662985623}}",4000,"{'4000': {'4000': 0.27842044830322266, 'none': 0.08968647569417953, '4': 0.07671289891004562, '400': 0.037680111825466156, '3': 0.037680111825466156}}",Haiti,"{'H': {'H': 0.5035800337791443, 'none': 0.36842700839042664, 'Port': 0.08888715505599976, 'Ha': 0.0025019117165356874, 'Nice': 0.001553472364321351}, 'ait': {'ait': 0.9972193241119385, 'av': 0.0008151327492669225, 'ai': 0.0002861385000869632, 'ain': 0.00010444530926179141, 'ond': 9.289557783631608e-05}, 'i': {'i': 0.9976105690002441, 'í': 0.0005183331668376923, 'ian': 0.00036755329347215593, 'ï': 0.0002429378655506298, 'ip': 0.000221197449718602}}",Haiti,-1,yes,-1,"[-1.476463, 50.883056, -1.3164712, 50.959599]"
36,2021-08-15T22:50:45.000Z,I’ve learned that 5 people who worship at LoganFirst #umc have family in Haiti impacted by earthquake.  Some injuries and destroyed homes (no deaths we know of at this time).  Please pray.  We will collect a special love offering,5,"{'5': {'5': 0.4517901539802551, 'none': 0.3009571433067322, '4': 0.03483831509947777, '0': 0.028434203937649727, '1': 0.021463261917233467}}",-1,"{'none': {'none': 0.2927094101905823, '4': 0.13296924531459808, '400': 0.05499846860766411, '5': 0.052071504294872284, '4000': 0.04384860396385193}}",LoganFirst,"{'L': {'L': 0.5357893705368042, 'none': 0.18229316174983978, 'H': 0.02906918339431286, 'Boston': 0.013413225300610065, 'Log': 0.009736956097185612}, 'ogan': {'ogan': 0.9745739102363586, 'incoln': 0.005114094819873571, 'ans': 0.002868747105821967, 'af': 0.002378274919465184, 'ima': 0.0021318718791007996}, 'First': {'First': 0.6021122336387634, '|': 0.1807868778705597, ' First': 0.08539767563343048, ',': 0.06755512207746506, ' |': 0.012594451196491718}}",USA,-1,no,-1,"[-86.4139514, 40.721652, -86.29038, 40.779044]"
37,2021-08-15T21:35:15.000Z,Death toll in massive #Haiti quake jumps to 724: govt https://t.co/7nXVhGj2Fh,724,"{'7': {'7': 0.404137521982193, 'none': 0.36226651072502136, '24': 0.06753815710544586, '74': 0.009069165214896202, '725': 0.007063073106110096}, '24': {'24': 0.9956485629081726, '23': 0.0015204697847366333, '22': 0.0003935515705961734, '21': 0.00033140365849249065, '26': 0.00020100647816434503}}",-1,"{'none': {'none': 0.21245694160461426, '4000': 0.12489698082208633, '3': 0.056737009435892105, '7': 0.03232777491211891, '4': 0.031089317053556442}}",Haiti,"{'H': {'H': 0.5646508932113647, 'none': 0.2667222023010254, 'Port': 0.11652228981256485, 'P': 0.003574079368263483, 'Ha': 0.0027403419371694326}, 'ait': {'ait': 0.9978725910186768, 'av': 0.0006868602940812707, 'ond': 0.00013108958955854177, 'ai': 7.296233525266871e-05, 'ain': 6.489404768217355e-05}, 'i': {'i': 0.9981023669242859, 'ian': 0.0006453940295614302, 'í': 0.00026486918795853853, 'ï': 0.00013214813952799886, 'ip': 8.334478479810059e-05}}",Haiti,-1,no,-1,"[36.6645733, -1.3890532, 37.0626672, -1.1606735]"
38,2021-08-15T21:16:53.000Z,Death toll from this weekend’s #earthquake in south west #Haiti is now over 700. Thoughts and prayers with those affected in the country.,700,"{'700': {'700': 0.4398847818374634, 'none': 0.15684576332569122, '7': 0.10612715035676956, '70': 0.02190057374536991, '701': 0.014934893697500229}}",-1,"{'none': {'none': 0.15039174258708954, '4000': 0.08841073513031006, '5000': 0.05575995519757271, '4': 0.0455099493265152, '3000': 0.031035086140036583}}",,"{'none': {'none': 0.4138360917568207, 'H': 0.34848493337631226, 'Port': 0.11313648521900177, 'P': 0.006186348386108875, 'south': 0.005009857937693596}}",Haiti,-1,yes,-1,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
39,2021-08-15T20:37:36.000Z,#Earthquake in #HAITI\nhttps://t.co/glN5yUwkiF\n\nPORT-AU-PRINCE (Reuters) -  The death toll from a devastating earthquake in Haiti rose to 724 on Sunday as rescue workers scrambled to find survivors buried un...,724,"{'7': {'7': 0.5598675012588501, 'none': 0.1934850513935089, '24': 0.04631716385483742, '74': 0.016514893621206284, 'yes': 0.013479063287377357}, '24': {'24': 0.994941771030426, '23': 0.0014498124364763498, '26': 0.0004387268563732505, '44': 0.0003963566559832543, '22': 0.0003932722029276192}}",4000,"{'4000': {'4000': 0.19090570509433746, 'none': 0.11399500072002411, '4': 0.09826983511447906, '5000': 0.04980073124170303, '3': 0.039395615458488464}}",Port-au-Prince,"{'Port': {'Port': 0.5020667910575867, 'none': 0.20929256081581116, 'H': 0.12112925201654434, 'PORT': 0.07820691913366318, 'Ha': 0.01117909699678421}, '-': {'-': 0.998017430305481, ' Prince': 0.0013661831617355347, 'Prince': 0.0002337263576919213, ' -': 5.9095276810694486e-05, ' prince': 5.5950287787709385e-05}, 'au': {'au': 0.806684672832489, 'A': 0.1563829481601715, 'a': 0.013879776000976562, 'à': 0.005923161283135414, 'AU': 0.00535113038495183}, 'Prince': {'Prince': 0.9651126861572266, 'pr': 0.019414007663726807, 'Pr': 0.006814958062022924, 'Prin': 0.006605283822864294, ' Prince': 0.00028571655275300145}}",Haiti,-1,yes,-1,"[-80.498527, 25.65479, -80.4158778, 25.6886916]"
40,2021-08-15T19:20:01.000Z,Haiti death toll is standing at 724ppl and counting #Haitiearthquake2021,724,"{'7': {'7': 0.5399873852729797, 'none': 0.1955704540014267, '24': 0.06349243223667145, '74': 0.01722278632223606, '0': 0.007349783089011908}, '24': {'24': 0.9910920262336731, '23': 0.0026771288830786943, '22': 0.000743411888834089, '21': 0.0006663900567218661, '26': 0.0006211437867023051}}",4000,"{'4000': {'4000': 0.16704195737838745, 'none': 0.13848264515399933, '4': 0.04638587683439255, '7': 0.03238255903124809, '400': 0.02971590869128704}}",Haiti,"{'H': {'H': 0.5668580532073975, 'none': 0.20211946964263916, 'Port': 0.17836979031562805, 'P': 0.003504933090880513, 'Ha': 0.0029745979700237513}, 'ait': {'ait': 0.995613694190979, 'av': 0.001618474954739213, 'ai': 0.0004288531781639904, 'ain': 0.000258088402915746, 'ond': 0.00013494463928509504}, 'i': {'i': 0.995549201965332, 'ian': 0.0007294565439224243, 'is': 0.0005172621458768845, 'í': 0.000452929874882102, 'ï': 0.0004254882805980742}}",Haiti,-1,yes,-1,"[-61.9305415, 10.0424194, -60.4930236, 11.3585325]"
41,2021-08-15T17:53:22.000Z,"Sending prayers 🙏 up for #Haiti \n\nOver 700 dead after Haiti earthquake, rescuers continue searching for survivors #NewsBreak  https://t.co/WCbIyLNzxv",700,"{'700': {'700': 0.5706396102905273, 'none': 0.14655236899852753, '7': 0.04539980739355087, '70': 0.02229963429272175, '701': 0.012219191528856754}}",-1,"{'none': {'none': 0.15761306881904602, '4000': 0.12566009163856506, '4': 0.058437369763851166, '5000': 0.05708367004990578, '3000': 0.03954070433974266}}",Haiti,"{'H': {'H': 0.7671933770179749, 'none': 0.13541767001152039, 'Port': 0.05220816284418106, 'P': 0.0021888227201998234, 'Ha': 0.0021381189581006765}, 'ait': {'ait': 0.9984133243560791, 'av': 0.0004233916406519711, 'ai': 0.0001463202352169901, 'ain': 7.893385190982372e-05, 'ond': 6.0995345847913995e-05}, 'i': {'i': 0.9987185001373291, 'ian': 0.00029108146554790437, 'í': 0.0002865686547011137, 'ï': 9.376491652801633e-05, 'is': 6.444362225010991e-05}}",Haiti,-1,yes,-1,"[-80.389019, 35.9341262, -80.100949, 36.240211]"
42,2021-08-15T17:01:28.000Z,"Let's pray for our brothers and sisters in Haiti as the death toll continues to rise over 700 people from the tropical storm. @ Atlanta, Georgia https://t.co/RafEfZ5d7a",700,"{'700': {'700': 0.5625863075256348, 'none': 0.1562245786190033, '7': 0.057471808046102524, '70': 0.0237713735550642, 'yes': 0.009382015094161034}}",-1,"{'none': {'none': 0.16017302870750427, '4000': 0.11903048306703568, '4': 0.06942986696958542, '5000': 0.054923541843891144, '400': 0.036302246153354645}}",Atlanta,"{'Atlanta': {'Atlanta': 0.4163281321525574, 'H': 0.33979713916778564, 'none': 0.14844638109207153, 'USA': 0.011446954682469368, 'Georgia': 0.005323328077793121}}",USA,-1,no,-1,"[-84.576827, 33.6475029, -84.289385, 33.8868859]"
43,2021-08-15T16:23:51.000Z,"Gosh, another huge earthquake / tsunami in Haiti. \n\nDeath toll over 700.\n\n#PrayForHaiti 🙏🏻",700,"{'700': {'700': 0.49942147731781006, 'none': 0.15962469577789307, '7': 0.07308150827884674, '70': 0.021943049505352974, '701': 0.01383930817246437}}",-1,"{'none': {'none': 0.24332138895988464, '5000': 0.04753996059298515, '4000': 0.04500993341207504, '3000': 0.02928851917386055, '7': 0.027729813009500504}}",Haiti,"{'H': {'H': 0.6743298172950745, 'none': 0.18149341642856598, 'Port': 0.09269776940345764, 'P': 0.008555137552320957, 'Ha': 0.003171943360939622}, 'ait': {'ait': 0.9977791905403137, 'av': 0.000766176322940737, 'ai': 0.00020301650511100888, 'ain': 0.00014853004540782422, 'ond': 6.289158045547083e-05}, 'i': {'i': 0.9975443482398987, 'í': 0.0005965582677163184, 'ian': 0.0005431724712252617, 'ï': 0.00022642796102445573, 'is': 0.00017911926261149347}}",Haiti,-1,yes,-1,"[-103.0026515, 33.615765, -94.431332, 37.002328]"
44,2021-08-15T16:10:37.000Z,My ❤️ aches… prayers 🙏🏾 going out to #Haiti #haitiearthquake the death toll is now at more than 700 ppl 🌍,700,"{'700': {'700': 0.4892142713069916, 'none': 0.158824622631073, '7': 0.07620488852262497, '70': 0.01972453109920025, 'yes': 0.012636009603738785}}",-1,"{'none': {'none': 0.17372538149356842, '4000': 0.09445285052061081, '5000': 0.055525969713926315, '4': 0.045318976044654846, '3000': 0.029954014346003532}}",Haiti,"{'H': {'H': 0.6473697423934937, 'none': 0.2134798914194107, 'Port': 0.07377666980028152, 'Ha': 0.008213098160922527, 'P': 0.005386280827224255}, 'ait': {'ait': 0.9983022212982178, 'av': 0.00040395816904492676, 'ai': 0.00019382125174161047, 'ain': 8.600766159361228e-05, 'ond': 6.750819011358544e-05}, 'i': {'i': 0.998111367225647, 'ian': 0.0005026379367336631, 'í': 0.000457657064544037, 'ï': 0.00019993557361885905, 'is': 7.073444430716336e-05}}",Haiti,-1,yes,-1,"[-77.119401, 38.801826, -76.909396, 38.9953797]"
45,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,"{'7': {'7': 0.5872368216514587, 'none': 0.12502992153167725, '24': 0.08593172580003738, '74': 0.012283300049602985, 'yes': 0.007930695079267025}, '24': {'24': 0.9955202341079712, '23': 0.0013208367163315415, '22': 0.00040917613659985363, '44': 0.0002993596426676959, '34': 0.00028565098182298243}}",4000,"{'4000': {'4000': 0.2304045557975769, 'none': 0.11953230947256088, '4': 0.07082054764032364, '3': 0.047546666115522385, '5000': 0.037612512707710266}}",Port-au-Prince,"{'Port': {'Port': 0.4338621199131012, 'none': 0.2935658097267151, 'H': 0.12237643450498581, 'P': 0.04363466054201126, 'PORT': 0.04229216277599335}, '-': {'-': 0.9986568689346313, ' Prince': 0.0005925759323872626, 'Prince': 0.0002470223989803344, ' -': 5.17787120770663e-05, '–': 4.292606172384694e-05}, 'au': {'au': 0.8544868230819702, 'A': 0.11746331304311752, 'a': 0.010425461456179619, 'AU': 0.0034649164881557226, 'à': 0.0028950462583452463}, 'Prince': {'Prince': 0.9575201272964478, 'pr': 0.024731971323490143, 'Pr': 0.006553320214152336, 'Prin': 0.005103730596601963, 'P': 0.0009894033428281546}}",Haiti,-1,yes,-1,"[-80.257234, 26.6655153, -80.1562012, 26.736442]"
